Absolute Time,x_in,y_in,x_hat,y_hat
3573171734.672890,2.611690,-6.463714,1.838548,-6.946571
3573171734.682893,2.600897,-6.462365,1.830436,-6.948739
3573171734.692892,2.590127,-6.461132,1.822383,-6.951009
3573171734.702892,2.579382,-6.460013,1.814391,-6.953379
3573171734.712892,2.568663,-6.459010,1.806460,-6.955851
3573171734.722887,2.557971,-6.458123,1.798591,-6.958423
3573171734.732893,2.547307,-6.457350,1.790786,-6.961095
3573171734.742893,2.536672,-6.456693,1.783046,-6.963867
3573171734.752894,2.526068,-6.456151,1.775371,-6.966737
3573171734.762895,2.515495,-6.455724,1.767763,-6.969706
3573171734.772894,2.504955,-6.455412,1.760223,-6.972773
3573171734.782895,2.494448,-6.455215,1.752751,-6.975938
3573171734.792894,2.483977,-6.455133,1.745350,-6.979199
3573171734.802895,2.473542,-6.455165,1.738019,-6.982557
3573171734.812895,2.463143,-6.455312,1.730761,-6.986011
3573171734.822890,2.452783,-6.455574,1.723575,-6.989560
3573171734.832896,2.442463,-6.455949,1.716464,-6.993204
3573171734.842896,2.432183,-6.456439,1.709427,-6.996941
3573171734.852896,2.421944,-6.457043,1.702467,-7.000772
3573171734.862897,2.411748,-6.457761,1.695584,-7.004696
3573171734.872896,2.401596,-6.458592,1.688778,-7.008712
3573171734.882896,2.391489,-6.459537,1.682052,-7.012819
3573171734.892897,2.381428,-6.460595,1.675406,-7.017017
3573171734.902897,2.371415,-6.461766,1.668840,-7.021304
3573171734.912896,2.361449,-6.463050,1.662356,-7.025681
3573171734.922894,2.351533,-6.464446,1.655956,-7.030146
3573171734.932899,2.341667,-6.465955,1.649639,-7.034699
3573171734.942899,2.331853,-6.467576,1.643406,-7.039339
3573171734.952898,2.322091,-6.469308,1.637260,-7.044065
3573171734.962900,2.312383,-6.471152,1.631199,-7.048875
3573171734.972899,2.302730,-6.473108,1.625226,-7.053771
3573171734.982900,2.293133,-6.475174,1.619341,-7.058750
3573171734.992900,2.283593,-6.477351,1.613546,-7.063811
3573171735.002901,2.274110,-6.479638,1.607840,-7.068954
3573171735.012901,2.264687,-6.482035,1.602225,-7.074179
3573171735.022897,2.255323,-6.484542,1.596702,-7.079483
3573171735.032902,2.246021,-6.487158,1.591270,-7.084867
3573171735.042902,2.236781,-6.489883,1.585933,-7.090328
3573171735.052903,2.227604,-6.492716,1.580689,-7.095867
3573171735.062903,2.218492,-6.495658,1.575539,-7.101483
3573171735.072902,2.209444,-6.498707,1.570486,-7.107173
3573171735.082903,2.200463,-6.501864,1.565528,-7.112939
3573171735.092902,2.191550,-6.505128,1.560667,-7.118777
3573171735.102904,2.182704,-6.508498,1.555904,-7.124689
3573171735.112905,2.173928,-6.511974,1.551239,-7.130671
3573171735.122899,2.165222,-6.515556,1.546674,-7.136724
3573171735.132905,2.156588,-6.519243,1.542207,-7.142847
3573171735.142904,2.148025,-6.523035,1.537841,-7.149038
3573171735.152905,2.139536,-6.526931,1.533576,-7.155297
3573171735.162906,2.131121,-6.530930,1.529413,-7.161622
3573171735.172904,2.122781,-6.535033,1.525351,-7.168012
3573171735.182907,2.114517,-6.539239,1.521393,-7.174467
3573171735.192906,2.106331,-6.543547,1.517537,-7.180985
3573171735.202907,2.098222,-6.547956,1.513785,-7.187565
3573171735.212906,2.090192,-6.552467,1.510138,-7.194206
3573171735.222903,2.082241,-6.557078,1.506595,-7.200908
3573171735.232908,2.074371,-6.561790,1.503157,-7.207668
3573171735.242907,2.066583,-6.566601,1.499825,-7.214487
3573171735.252908,2.058877,-6.571510,1.496600,-7.221362
3573171735.262908,2.051254,-6.576518,1.493481,-7.228293
3573171735.272907,2.043716,-6.581624,1.490469,-7.235279
3573171735.282909,2.036262,-6.586827,1.487564,-7.242318
3573171735.292910,2.028894,-6.592126,1.484768,-7.249410
3573171735.302910,2.021613,-6.597521,1.482079,-7.256554
3573171735.312910,2.014418,-6.603012,1.479499,-7.263747
3573171735.322905,2.007312,-6.608597,1.477028,-7.270990
3573171735.332911,2.000295,-6.614276,1.474666,-7.278281
3573171735.342912,1.993368,-6.620048,1.472413,-7.285619
3573171735.352911,1.986531,-6.625913,1.470270,-7.293003
3573171735.362912,1.979785,-6.631870,1.468237,-7.300431
3573171735.372910,1.973131,-6.637918,1.466315,-7.307903
3573171735.382913,1.966569,-6.644057,1.464502,-7.315418
3573171735.392911,1.960101,-6.650285,1.462800,-7.322975
3573171735.402912,1.953727,-6.656603,1.461209,-7.330572
3573171735.412913,1.947447,-6.663009,1.459729,-7.338208
3573171735.422908,1.941263,-6.669504,1.458359,-7.345882
3573171735.432912,1.935174,-6.676085,1.457101,-7.353594
3573171735.442914,1.929182,-6.682752,1.455954,-7.361341
3573171735.452914,1.923287,-6.689505,1.454918,-7.369124
3573171735.462914,1.917490,-6.696343,1.453994,-7.376940
3573171735.472915,1.911791,-6.703266,1.453181,-7.384790
3573171735.482915,1.906191,-6.710271,1.452479,-7.392671
3573171735.492915,1.900690,-6.717359,1.451889,-7.400582
3573171735.502916,1.895288,-6.724529,1.451410,-7.408524
3573171735.512916,1.889987,-6.731780,1.451042,-7.416494
3573171735.522912,1.884787,-6.739111,1.450786,-7.424491
3573171735.532918,1.879689,-6.746522,1.450640,-7.432515
3573171735.542917,1.874691,-6.754012,1.450606,-7.440565
3573171735.552917,1.869796,-6.761579,1.450683,-7.448638
3573171735.562918,1.865004,-6.769224,1.450870,-7.456736
3573171735.572917,1.860314,-6.776945,1.451168,-7.464856
3573171735.582918,1.855728,-6.784742,1.451577,-7.472997
3573171735.592918,1.851246,-6.792614,1.452096,-7.481159
3573171735.602919,1.846867,-6.800559,1.452724,-7.489340
3573171735.612919,1.842593,-6.808578,1.453463,-7.497540
3573171735.622914,1.838423,-6.816669,1.454311,-7.505757
3573171735.632920,1.834358,-6.824832,1.455268,-7.513991
3573171735.642920,1.830398,-6.833066,1.456335,-7.522241
3573171735.652920,1.826543,-6.841370,1.457510,-7.530505
3573171735.662921,1.822794,-6.849743,1.458793,-7.538784
3573171735.672919,1.819151,-6.858185,1.460184,-7.547075
3573171735.682921,1.815614,-6.866694,1.461683,-7.555378
3573171735.692921,1.812182,-6.875269,1.463289,-7.563693
3573171735.702922,1.808857,-6.883911,1.465002,-7.572018
3573171735.712923,1.805638,-6.892619,1.466821,-7.580352
3573171735.722916,1.802526,-6.901390,1.468746,-7.588695
3573171735.732923,1.799520,-6.910225,1.470777,-7.597046
3573171735.742923,1.796620,-6.919123,1.472913,-7.605405
3573171735.752922,1.793827,-6.928083,1.475153,-7.613769
3573171735.762923,1.791141,-6.937105,1.477498,-7.622139
3573171735.772923,1.788561,-6.946187,1.479946,-7.630514
3573171735.782925,1.786087,-6.955328,1.482497,-7.638892
3573171735.792924,1.783720,-6.964528,1.485150,-7.647275
3573171735.802925,1.781460,-6.973787,1.487905,-7.655659
3573171735.812925,1.779306,-6.983103,1.490762,-7.664046
3573171735.822920,1.777257,-6.992475,1.493719,-7.672434
3573171735.832925,1.775315,-7.001904,1.496776,-7.680823
3573171735.842926,1.773479,-7.011387,1.499933,-7.689211
3573171735.852926,1.771749,-7.020924,1.503188,-7.697599
3573171735.862926,1.770124,-7.030516,1.506542,-7.705986
3573171735.872926,1.768604,-7.040160,1.509993,-7.714371
3573171735.882927,1.767190,-7.049856,1.513541,-7.722753
3573171735.892928,1.765880,-7.059603,1.517185,-7.731133
3573171735.902928,1.764675,-7.069401,1.520924,-7.739509
3573171735.912928,1.763574,-7.079249,1.524758,-7.747882
3573171735.922924,1.762577,-7.089147,1.528686,-7.756250
3573171735.932929,1.761684,-7.099092,1.532706,-7.764613
3573171735.942929,1.760894,-7.109086,1.536820,-7.772971
3573171735.952929,1.760208,-7.119127,1.541025,-7.781323
3573171735.962930,1.759623,-7.129214,1.545320,-7.789669
3573171735.972928,1.759141,-7.139347,1.549706,-7.798009
3573171735.982930,1.758761,-7.149525,1.554181,-7.806342
3573171735.992930,1.758482,-7.159747,1.558745,-7.814667
3573171736.002931,1.758304,-7.170014,1.563396,-7.822986
3573171736.012931,1.758227,-7.180323,1.568133,-7.831296
3573171736.022927,1.758249,-7.190675,1.572957,-7.839599
3573171736.032932,1.758371,-7.201069,1.577865,-7.847893
3573171736.042933,1.758593,-7.211504,1.582858,-7.856179
3573171736.052932,1.758912,-7.221980,1.587934,-7.864456
3573171736.062932,1.759329,-7.232496,1.593092,-7.872724
3573171736.072933,1.759844,-7.243052,1.598332,-7.880983
3573171736.082933,1.760456,-7.253647,1.603653,-7.889233
3573171736.092933,1.761164,-7.264280,1.609053,-7.897474
3573171736.102934,1.761968,-7.274950,1.614532,-7.905705
3573171736.112934,1.762866,-7.285659,1.620089,-7.913927
3573171736.122929,1.763860,-7.296404,1.625722,-7.922139
3573171736.132935,1.764947,-7.307185,1.631432,-7.930342
3573171736.142935,1.766127,-7.318002,1.637217,-7.938535
3573171736.152935,1.767400,-7.328854,1.643076,-7.946719
3573171736.162935,1.768764,-7.339741,1.649008,-7.954893
3573171736.172935,1.770220,-7.350662,1.655012,-7.963058
3573171736.182937,1.771767,-7.361617,1.661088,-7.971213
3573171736.192937,1.773403,-7.372606,1.667234,-7.979359
3573171736.202937,1.775129,-7.383627,1.673449,-7.987496
3573171736.212936,1.776943,-7.394681,1.679732,-7.995625
3573171736.222932,1.778845,-7.405766,1.686083,-8.003744
3573171736.232937,1.780834,-7.416883,1.692500,-8.011855
3573171736.242939,1.782909,-7.428032,1.698983,-8.019957
3573171736.252938,1.785070,-7.439211,1.705530,-8.028051
3573171736.262938,1.787315,-7.450421,1.712141,-8.036138
3573171736.272937,1.789645,-7.461660,1.718814,-8.044216
3573171736.282939,1.792058,-7.472929,1.725548,-8.052288
3573171736.292938,1.794554,-7.484228,1.732343,-8.060352
3573171736.302940,1.797132,-7.495555,1.739197,-8.068410
3573171736.312940,1.799791,-7.506911,1.746110,-8.076462
3573171736.322936,1.802530,-7.518295,1.753080,-8.084507
3573171736.332940,1.805349,-7.529707,1.760106,-8.092547
3573171736.342941,1.808247,-7.541147,1.767188,-8.100582
3573171736.352941,1.811222,-7.552614,1.774324,-8.108613
3573171736.362941,1.814275,-7.564107,1.781514,-8.116639
3573171736.372941,1.817405,-7.575628,1.788755,-8.124662
3573171736.382942,1.820610,-7.587175,1.796048,-8.132681
3573171736.392942,1.823890,-7.598748,1.803392,-8.140698
3573171736.402943,1.827244,-7.610346,1.810784,-8.148713
3573171736.412942,1.830672,-7.621971,1.818225,-8.156726
3573171736.422938,1.834172,-7.633621,1.825713,-8.164738
3573171736.432944,1.837744,-7.645295,1.833247,-8.172751
3573171736.442944,1.841387,-7.656995,1.840826,-8.180763
3573171736.452944,1.845101,-7.668719,1.848449,-8.188776
3573171736.462945,1.848883,-7.680468,1.856115,-8.196791
3573171736.472944,1.852735,-7.692241,1.863823,-8.204809
3573171736.482946,1.856654,-7.704038,1.871572,-8.212829
3573171736.492946,1.860641,-7.715859,1.879360,-8.220853
3573171736.502946,1.864693,-7.727704,1.887188,-8.228881
3573171736.512946,1.868812,-7.739572,1.895054,-8.236915
3573171736.522941,1.872995,-7.751463,1.902956,-8.244955
3573171736.532947,1.877242,-7.763377,1.910894,-8.253001
3573171736.542948,1.881552,-7.775314,1.918866,-8.261055
3573171736.552948,1.885925,-7.787275,1.926873,-8.269117
3573171736.562948,1.890360,-7.799257,1.934911,-8.277189
3573171736.572947,1.894855,-7.811263,1.942982,-8.285271
3573171736.582949,1.899411,-7.823290,1.951082,-8.293363
3573171736.592948,1.904026,-7.835340,1.959212,-8.301468
3573171736.602949,1.908700,-7.847412,1.967371,-8.309585
3573171736.612949,1.913432,-7.859506,1.975556,-8.317716
3573171736.622945,1.918220,-7.871622,1.983768,-8.325861
3573171736.632949,1.923066,-7.883760,1.992005,-8.334022
3573171736.642951,1.927967,-7.895920,2.000266,-8.342199
3573171736.652950,1.932922,-7.908101,2.008550,-8.350394
3573171736.662951,1.937932,-7.920303,2.016855,-8.358607
3573171736.672951,1.942996,-7.932528,2.025182,-8.366840
3573171736.682952,1.948112,-7.944773,2.033528,-8.375093
3573171736.692952,1.953280,-7.957040,2.041893,-8.383368
3573171736.702952,1.958499,-7.969328,2.050275,-8.391665
3573171736.712952,1.963769,-7.981638,2.058674,-8.399986
3573171736.722948,1.969089,-7.993968,2.067087,-8.408332
3573171736.732953,1.974457,-8.006320,2.075515,-8.416703
3573171736.742952,1.979874,-8.018693,2.083956,-8.425101
3573171736.752953,1.985337,-8.031087,2.092409,-8.433528
3573171736.762953,1.990848,-8.043502,2.100872,-8.441983
3573171736.772954,1.996405,-8.055938,2.109344,-8.450469
3573171736.782955,2.002006,-8.068395,2.117825,-8.458986
3573171736.792954,2.007652,-8.080874,2.126314,-8.467535
3573171736.802955,2.013341,-8.093373,2.134808,-8.476119
3573171736.812955,2.019073,-8.105894,2.143306,-8.484737
3573171736.822950,2.024847,-8.118436,2.151808,-8.493392
3573171736.832955,2.030662,-8.131000,2.160313,-8.502084
3573171736.842956,2.036518,-8.143585,2.168818,-8.510814
3573171736.852956,2.042412,-8.156191,2.177323,-8.519585
3573171736.862957,2.048345,-8.168819,2.185826,-8.528396
3573171736.872957,2.054316,-8.181468,2.194327,-8.537250
3573171736.882957,2.060323,-8.194139,2.202823,-8.546147
3573171736.892958,2.066366,-8.206832,2.211314,-8.555089
3573171736.902958,2.072445,-8.219547,2.219797,-8.564078
3573171736.912958,2.078557,-8.232284,2.228272,-8.573114
3573171736.922954,2.084702,-8.245043,2.236738,-8.582198
3573171736.932959,2.090879,-8.257825,2.245192,-8.591333
3573171736.942959,2.097087,-8.270629,2.253634,-8.600519
3573171736.952960,2.103325,-8.283456,2.262061,-8.609758
3573171736.962959,2.109592,-8.296306,2.270473,-8.619051
3573171736.972958,2.115887,-8.309179,2.278867,-8.628399
3573171736.982961,2.122209,-8.322076,2.287243,-8.637804
3573171736.992960,2.128557,-8.334995,2.295598,-8.647267
3573171737.002961,2.134928,-8.347939,2.303931,-8.656789
3573171737.012960,2.141324,-8.360907,2.312240,-8.666372
3573171737.022956,2.147741,-8.373899,2.320524,-8.676017
3573171737.032963,2.154179,-8.386915,2.328781,-8.685726
3573171737.042962,2.160636,-8.399957,2.337008,-8.695499
3573171737.052960,2.167112,-8.413023,2.345205,-8.705339
3573171737.062963,2.173604,-8.426115,2.353369,-8.715246
3573171737.072960,2.180112,-8.439232,2.361499,-8.725222
3573171737.082963,2.186634,-8.452375,2.369591,-8.735268
3573171737.092964,2.193168,-8.465545,2.377646,-8.745386
3573171737.102964,2.199712,-8.478741,2.385659,-8.755577
3573171737.112964,2.206266,-8.491964,2.393630,-8.765842
3573171737.122959,2.212827,-8.505214,2.401556,-8.776183
3573171737.132965,2.219394,-8.518492,2.409434,-8.786600
3573171737.142965,2.225965,-8.531798,2.417264,-8.797096
3573171737.152964,2.232538,-8.545133,2.425041,-8.807671
3573171737.162966,2.239111,-8.558496,2.432765,-8.818327
3573171737.172964,2.245681,-8.571887,2.440432,-8.829065
3573171737.182966,2.252248,-8.585309,2.448039,-8.839886
3573171737.192966,2.258809,-8.598760,2.455586,-8.850791
3573171737.202967,2.265362,-8.612241,2.463068,-8.861782
3573171737.212967,2.271903,-8.625752,2.470483,-8.872860
3573171737.222963,2.278432,-8.639295,2.477828,-8.884025
3573171737.232967,2.284945,-8.652868,2.485100,-8.895280
3573171737.242968,2.291441,-8.666473,2.492298,-8.906624
3573171737.252968,2.297915,-8.680109,2.499416,-8.918060
3573171737.262969,2.304367,-8.693778,2.506453,-8.929587
3573171737.272968,2.310792,-8.707479,2.513406,-8.941207
3573171737.282970,2.317188,-8.721212,2.520271,-8.952921
3573171737.292969,2.323552,-8.734978,2.527044,-8.964730
3573171737.302970,2.329881,-8.748777,2.533723,-8.976633
3573171737.312968,2.336172,-8.762609,2.540304,-8.988633
3573171737.322965,2.342421,-8.776474,2.546784,-9.000729
3573171737.332971,2.348626,-8.790372,2.553159,-9.012922
3573171737.342971,2.354782,-8.804304,2.559424,-9.025213
3573171737.352971,2.360886,-8.818269,2.565578,-9.037602
3573171737.362972,2.366936,-8.832268,2.571615,-9.050089
3573171737.372970,2.372926,-8.846299,2.577531,-9.062675
3573171737.382972,2.378853,-8.860363,2.583324,-9.075359
3573171737.392973,2.384713,-8.874460,2.588988,-9.088142
3573171737.402973,2.390503,-8.888590,2.594519,-9.101024
3573171737.412972,2.396218,-8.902751,2.599914,-9.114003
3573171737.422970,2.401854,-8.916944,2.605168,-9.127081
3573171737.432974,2.407407,-8.931167,2.610276,-9.140256
3573171737.442975,2.412873,-8.945421,2.615235,-9.153528
3573171737.452974,2.418248,-8.959705,2.620039,-9.166897
3573171737.462975,2.423526,-8.974017,2.624684,-9.180360
3573171737.472973,2.428705,-8.988356,2.629165,-9.193918
3573171737.482975,2.433778,-9.002723,2.633479,-9.207570
3573171737.492975,2.438742,-9.017114,2.637619,-9.221313
3573171737.502976,2.443593,-9.031530,2.641581,-9.235146
3573171737.512976,2.448325,-9.045969,2.645361,-9.249068
3573171737.522971,2.452934,-9.060428,2.648953,-9.263076
3573171737.532976,2.457416,-9.074908,2.652353,-9.277170
3573171737.542978,2.461766,-9.089404,2.655556,-9.291346
3573171737.552977,2.465979,-9.103917,2.658556,-9.305602
3573171737.562977,2.470051,-9.118443,2.661349,-9.319935
3573171737.572977,2.473978,-9.132980,2.663930,-9.334343
3573171737.582978,2.477755,-9.147527,2.666294,-9.348822
3573171737.592978,2.481377,-9.162080,2.668436,-9.363370
3573171737.602979,2.484840,-9.176637,2.670351,-9.377983
3573171737.612979,2.488140,-9.191195,2.672034,-9.392656
3573171737.622974,2.491273,-9.205752,2.673481,-9.407387
3573171737.632980,2.494234,-9.220303,2.674686,-9.422170
3573171737.642980,2.497019,-9.234846,2.675645,-9.437002
3573171737.652979,2.499625,-9.249378,2.676354,-9.451878
3573171737.662980,2.502048,-9.263894,2.676807,-9.466793
3573171737.672980,2.504284,-9.278392,2.677001,-9.481742
3573171737.682982,2.506329,-9.292868,2.676931,-9.496719
3573171737.692981,2.508180,-9.307317,2.676593,-9.511720
3573171737.702982,2.509833,-9.321736,2.675982,-9.526737
3573171737.712982,2.511286,-9.336121,2.675095,-9.541766
3573171737.722977,2.512536,-9.350467,2.673929,-9.556799
3573171737.732982,2.513579,-9.364769,2.672479,-9.571831
3573171737.742982,2.514413,-9.379024,2.670742,-9.586855
