Absolute Time,x_in,y_in,x_hat,y_hat
3573171264.164835,12.395608,-1.171799,11.805276,-0.771473
3573171264.174836,12.396057,-1.177888,11.808827,-0.773582
3573171264.184837,12.396454,-1.183993,11.812348,-0.775716
3573171264.194838,12.396798,-1.190114,11.815839,-0.777875
3573171264.204837,12.397091,-1.196250,11.819299,-0.780060
3573171264.214833,12.397332,-1.202401,11.822728,-0.782269
3573171264.224838,12.397521,-1.208567,11.826126,-0.784504
3573171264.234839,12.397658,-1.214747,11.829493,-0.786763
3573171264.244839,12.397743,-1.220942,11.832829,-0.789047
3573171264.254838,12.397776,-1.227150,11.836134,-0.791356
3573171264.264839,12.397757,-1.233372,11.839407,-0.793690
3573171264.274840,12.397686,-1.239608,11.842648,-0.796048
3573171264.284840,12.397564,-1.245857,11.845857,-0.798431
3573171264.294841,12.397390,-1.252118,11.849035,-0.800839
3573171264.304841,12.397164,-1.258393,11.852180,-0.803271
3573171264.314837,12.396886,-1.264679,11.855294,-0.805727
3573171264.324841,12.396557,-1.270978,11.858375,-0.808208
3573171264.334842,12.396176,-1.277288,11.861423,-0.810713
3573171264.344842,12.395744,-1.283609,11.864439,-0.813242
3573171264.354842,12.395260,-1.289942,11.867422,-0.815795
3573171264.364842,12.394724,-1.296286,11.870372,-0.818371
3573171264.374843,12.394138,-1.302641,11.873290,-0.820972
3573171264.384842,12.393500,-1.309005,11.876174,-0.823597
3573171264.394844,12.392811,-1.315380,11.879025,-0.826245
3573171264.404844,12.392070,-1.321765,11.881842,-0.828917
3573171264.414839,12.391279,-1.328159,11.884626,-0.831613
3573171264.424844,12.390437,-1.334562,11.887377,-0.834332
3573171264.434844,12.389543,-1.340974,11.890094,-0.837074
3573171264.444845,12.388599,-1.347395,11.892777,-0.839839
3573171264.454845,12.387604,-1.353824,11.895426,-0.842628
3573171264.464845,12.386559,-1.360262,11.898041,-0.845439
3573171264.474844,12.385462,-1.366707,11.900621,-0.848274
3573171264.484846,12.384316,-1.373160,11.903168,-0.851131
3573171264.494846,12.383119,-1.379620,11.905680,-0.854011
3573171264.504847,12.381872,-1.386086,11.908158,-0.856914
3573171264.514843,12.380574,-1.392560,11.910601,-0.859839
3573171264.524848,12.379227,-1.399040,11.913010,-0.862786
3573171264.534848,12.377830,-1.405526,11.915383,-0.865756
3573171264.544847,12.376383,-1.412018,11.917722,-0.868748
3573171264.554849,12.374886,-1.418515,11.920026,-0.871762
3573171264.564847,12.373340,-1.425018,11.922295,-0.874798
3573171264.574849,12.371744,-1.431526,11.924529,-0.877855
3573171264.584849,12.370099,-1.438038,11.926727,-0.880934
3573171264.594850,12.368404,-1.444555,11.928891,-0.884035
3573171264.604849,12.366661,-1.451076,11.931018,-0.887157
3573171264.614847,12.364869,-1.457601,11.933111,-0.890301
3573171264.624850,12.363028,-1.464130,11.935168,-0.893466
3573171264.634850,12.361138,-1.470662,11.937189,-0.896651
3573171264.644851,12.359200,-1.477197,11.939175,-0.899858
3573171264.654851,12.357213,-1.483734,11.941124,-0.903085
3573171264.664851,12.355179,-1.490274,11.943038,-0.906333
3573171264.674852,12.353096,-1.496817,11.944916,-0.909602
3573171264.684852,12.350965,-1.503361,11.946758,-0.912891
3573171264.694853,12.348787,-1.509907,11.948565,-0.916200
3573171264.704853,12.346561,-1.516454,11.950335,-0.919529
3573171264.714849,12.344288,-1.523002,11.952068,-0.922878
3573171264.724853,12.341967,-1.529552,11.953766,-0.926247
3573171264.734854,12.339599,-1.536102,11.955427,-0.929635
3573171264.744853,12.337185,-1.542652,11.957052,-0.933043
3573171264.754854,12.334724,-1.549202,11.958641,-0.936471
3573171264.764853,12.332216,-1.555752,11.960193,-0.939917
3573171264.774854,12.329661,-1.562301,11.961709,-0.943383
3573171264.784855,12.327061,-1.568850,11.963189,-0.946868
3573171264.794855,12.324415,-1.575397,11.964631,-0.950371
3573171264.804856,12.321722,-1.581943,11.966038,-0.953893
3573171264.814852,12.318984,-1.588488,11.967407,-0.957433
3573171264.824856,12.316201,-1.595031,11.968740,-0.960992
3573171264.834857,12.313372,-1.601571,11.970036,-0.964569
3573171264.844857,12.310499,-1.608110,11.971296,-0.968164
3573171264.854857,12.307580,-1.614645,11.972519,-0.971777
3573171264.864857,12.304617,-1.621178,11.973705,-0.975407
3573171264.874858,12.301609,-1.627707,11.974854,-0.979055
3573171264.884858,12.298557,-1.634234,11.975966,-0.982720
3573171264.894859,12.295461,-1.640756,11.977042,-0.986403
3573171264.904859,12.292321,-1.647275,11.978081,-0.990102
3573171264.914854,12.289137,-1.653789,11.979083,-0.993819
3573171264.924859,12.285910,-1.660299,11.980047,-0.997552
3573171264.934860,12.282640,-1.666804,11.980976,-1.001301
3573171264.944860,12.279326,-1.673305,11.981867,-1.005067
3573171264.954860,12.275970,-1.679800,11.982721,-1.008850
3573171264.964860,12.272571,-1.686290,11.983538,-1.012648
3573171264.974861,12.269130,-1.692774,11.984319,-1.016462
3573171264.984861,12.265647,-1.699252,11.985063,-1.020292
3573171264.994860,12.262121,-1.705724,11.985769,-1.024137
3573171265.004862,12.258554,-1.712189,11.986439,-1.027998
3573171265.014857,12.254946,-1.718648,11.987072,-1.031874
3573171265.024862,12.251296,-1.725100,11.987668,-1.035765
3573171265.034863,12.247605,-1.731545,11.988227,-1.039670
3573171265.044863,12.243873,-1.737983,11.988749,-1.043591
3573171265.054863,12.240101,-1.744413,11.989235,-1.047526
3573171265.064862,12.236289,-1.750835,11.989683,-1.051475
3573171265.074864,12.232436,-1.757249,11.990095,-1.055438
3573171265.084865,12.228543,-1.763655,11.990470,-1.059416
3573171265.094864,12.224611,-1.770053,11.990808,-1.063407
3573171265.104865,12.220640,-1.776441,11.991110,-1.067412
3573171265.114862,12.216629,-1.782821,11.991375,-1.071430
3573171265.124865,12.212579,-1.789192,11.991603,-1.075462
3573171265.134864,12.208491,-1.795553,11.991794,-1.079506
3573171265.144865,12.204364,-1.801904,11.991949,-1.083564
3573171265.154866,12.200199,-1.808246,11.992067,-1.087634
3573171265.164866,12.195996,-1.814578,11.992149,-1.091717
3573171265.174867,12.191755,-1.820899,11.992194,-1.095812
3573171265.184867,12.187477,-1.827210,11.992203,-1.099920
3573171265.194868,12.183162,-1.833511,11.992176,-1.104039
3573171265.204867,12.178810,-1.839800,11.992112,-1.108171
3573171265.214864,12.174421,-1.846078,11.992011,-1.112314
3573171265.224869,12.169995,-1.852346,11.991875,-1.116468
3573171265.234869,12.165533,-1.858601,11.991702,-1.120634
3573171265.244869,12.161036,-1.864845,11.991493,-1.124811
3573171265.254870,12.156502,-1.871077,11.991248,-1.128999
3573171265.264869,12.151933,-1.877297,11.990967,-1.133198
3573171265.274870,12.147329,-1.883505,11.990650,-1.137407
3573171265.284870,12.142690,-1.889700,11.990297,-1.141627
3573171265.294871,12.138016,-1.895883,11.989908,-1.145857
3573171265.304871,12.133308,-1.902053,11.989484,-1.150097
3573171265.314866,12.128566,-1.908210,11.989023,-1.154347
3573171265.324871,12.123789,-1.914354,11.988528,-1.158606
3573171265.334872,12.118979,-1.920484,11.987996,-1.162875
3573171265.344872,12.114136,-1.926601,11.987429,-1.167154
3573171265.354872,12.109259,-1.932704,11.986826,-1.171441
3573171265.364871,12.104350,-1.938793,11.986188,-1.175738
3573171265.374873,12.099408,-1.944868,11.985515,-1.180043
3573171265.384873,12.094433,-1.950929,11.984807,-1.184357
3573171265.394874,12.089427,-1.956975,11.984063,-1.188680
3573171265.404873,12.084388,-1.963007,11.983285,-1.193010
3573171265.414870,12.079318,-1.969025,11.982471,-1.197349
3573171265.424875,12.074216,-1.975027,11.981623,-1.201696
3573171265.434875,12.069084,-1.981014,11.980740,-1.206050
3573171265.444875,12.063920,-1.986986,11.979822,-1.210412
3573171265.454875,12.058726,-1.992943,11.978869,-1.214782
3573171265.464875,12.053502,-1.998884,11.977882,-1.219158
3573171265.474876,12.048248,-2.004810,11.976861,-1.223542
3573171265.484876,12.042963,-2.010720,11.975805,-1.227933
3573171265.494877,12.037650,-2.016614,11.974715,-1.232330
3573171265.504876,12.032307,-2.022491,11.973591,-1.236733
3573171265.514874,12.026934,-2.028353,11.972432,-1.241143
3573171265.524878,12.021534,-2.034198,11.971240,-1.245559
3573171265.534878,12.016104,-2.040027,11.970014,-1.249982
3573171265.544878,12.010647,-2.045839,11.968754,-1.254410
3573171265.554879,12.005161,-2.051634,11.967461,-1.258843
3573171265.564878,11.999647,-2.057413,11.966134,-1.263282
3573171265.574879,11.994106,-2.063174,11.964774,-1.267726
3573171265.584879,11.988538,-2.068919,11.963380,-1.272176
3573171265.594879,11.982943,-2.074646,11.961953,-1.276630
3573171265.604880,11.977321,-2.080355,11.960493,-1.281090
3573171265.614876,11.971673,-2.086047,11.959000,-1.285553
3573171265.624880,11.965998,-2.091722,11.957474,-1.290022
3573171265.634881,11.960298,-2.097379,11.955916,-1.294494
3573171265.644881,11.954571,-2.103018,11.954324,-1.298971
3573171265.654881,11.948819,-2.108638,11.952701,-1.303451
3573171265.664881,11.943042,-2.114241,11.951045,-1.307936
3573171265.674882,11.937240,-2.119826,11.949356,-1.312424
3573171265.684881,11.931414,-2.125393,11.947635,-1.316915
3573171265.694882,11.925562,-2.130941,11.945883,-1.321410
3573171265.704883,11.919687,-2.136470,11.944098,-1.325908
3573171265.714879,11.913788,-2.141981,11.942282,-1.330408
3573171265.724884,11.907864,-2.147473,11.940434,-1.334912
3573171265.734883,11.901918,-2.152947,11.938554,-1.339418
3573171265.744884,11.895948,-2.158402,11.936643,-1.343927
3573171265.754885,11.889955,-2.163838,11.934700,-1.348438
3573171265.764883,11.883939,-2.169254,11.932727,-1.352951
3573171265.774885,11.877901,-2.174652,11.930722,-1.357466
3573171265.784885,11.871840,-2.180030,11.928686,-1.361983
3573171265.794885,11.865758,-2.185389,11.926620,-1.366502
3573171265.804886,11.859653,-2.190729,11.924523,-1.371022
3573171265.814881,11.853527,-2.196049,11.922395,-1.375544
3573171265.824886,11.847380,-2.201350,11.920237,-1.380067
3573171265.834887,11.841212,-2.206631,11.918049,-1.384591
3573171265.844888,11.835023,-2.211893,11.915831,-1.389116
3573171265.854887,11.828813,-2.217135,11.913582,-1.393641
3573171265.864886,11.822582,-2.222357,11.911304,-1.398167
3573171265.874887,11.816332,-2.227559,11.908996,-1.402694
3573171265.884888,11.810062,-2.232741,11.906658,-1.407221
3573171265.894888,11.803771,-2.237903,11.904291,-1.411748
3573171265.904889,11.797462,-2.243046,11.901895,-1.416276
3573171265.914884,11.791133,-2.248168,11.899469,-1.420803
3573171265.924890,11.784785,-2.253270,11.897015,-1.425330
3573171265.934890,11.778418,-2.258351,11.894531,-1.429856
3573171265.944890,11.772033,-2.263413,11.892019,-1.434382
3573171265.954891,11.765630,-2.268454,11.889478,-1.438907
3573171265.964890,11.759208,-2.273474,11.886908,-1.443432
3573171265.974890,11.752768,-2.278475,11.884310,-1.447955
3573171265.984892,11.746311,-2.283454,11.881684,-1.452477
3573171265.994892,11.739836,-2.288414,11.879030,-1.456998
3573171266.004892,11.733344,-2.293352,11.876348,-1.461518
3573171266.014888,11.726834,-2.298270,11.873638,-1.466036
3573171266.024891,11.720308,-2.303168,11.870901,-1.470553
3573171266.034893,11.713765,-2.308044,11.868136,-1.475067
3573171266.044893,11.707206,-2.312900,11.865344,-1.479580
3573171266.054894,11.700631,-2.317736,11.862524,-1.484091
3573171266.064892,11.694039,-2.322550,11.859678,-1.488599
3573171266.074895,11.687432,-2.327344,11.856804,-1.493106
3573171266.084894,11.680809,-2.332116,11.853904,-1.497609
3573171266.094895,11.674171,-2.336868,11.850977,-1.502111
3573171266.104894,11.667517,-2.341599,11.848023,-1.506609
3573171266.114891,11.660849,-2.346309,11.845044,-1.511105
3573171266.124896,11.654166,-2.350998,11.842038,-1.515598
3573171266.134896,11.647468,-2.355666,11.839006,-1.520087
3573171266.144896,11.640755,-2.360313,11.835948,-1.524574
3573171266.154897,11.634029,-2.364939,11.832864,-1.529057
3573171266.164896,11.627288,-2.369544,11.829755,-1.533536
3573171266.174897,11.620534,-2.374127,11.826620,-1.538013
3573171266.184897,11.613765,-2.378690,11.823460,-1.542485
3573171266.194898,11.606984,-2.383232,11.820274,-1.546954
3573171266.204897,11.600189,-2.387752,11.817064,-1.551418
3573171266.214893,11.593381,-2.392251,11.813829,-1.555879
3573171266.224898,11.586560,-2.396729,11.810569,-1.560336
3573171266.234899,11.579726,-2.401186,11.807284,-1.564788
3573171266.244899,11.572880,-2.405622,11.803975,-1.569236
3573171266.254899,11.566022,-2.410036,11.800642,-1.573679
3573171266.264899,11.559151,-2.414430,11.797284,-1.578118
3573171266.274899,11.552268,-2.418802,11.793903,-1.582552
3573171266.284900,11.545373,-2.423152,11.790498,-1.586982
3573171266.294900,11.538467,-2.427482,11.787069,-1.591406
3573171266.304901,11.531549,-2.431790,11.783616,-1.595825
3573171266.314897,11.524620,-2.436078,11.780140,-1.600240
3573171266.324901,11.517679,-2.440343,11.776641,-1.604649
3573171266.334902,11.510728,-2.444588,11.773118,-1.609052
3573171266.344902,11.503766,-2.448811,11.769573,-1.613451
3573171266.354902,11.496793,-2.453014,11.766004,-1.617843
3573171266.364901,11.489810,-2.457195,11.762413,-1.622230
3573171266.374904,11.482816,-2.461354,11.758800,-1.626612
3573171266.384903,11.475812,-2.465493,11.755164,-1.630987
3573171266.394904,11.468798,-2.469610,11.751506,-1.635356
3573171266.404904,11.461774,-2.473706,11.747825,-1.639720
3573171266.414900,11.454740,-2.477781,11.744123,-1.644077
3573171266.424906,11.447697,-2.481834,11.740399,-1.648428
3573171266.434905,11.440644,-2.485866,11.736653,-1.652773
3573171266.444905,11.433582,-2.489877,11.732886,-1.657111
3573171266.454905,11.426511,-2.493867,11.729097,-1.661443
3573171266.464905,11.419431,-2.497836,11.725287,-1.665768
3573171266.474906,11.412342,-2.501784,11.721456,-1.670087
3573171266.484906,11.405245,-2.505710,11.717604,-1.674398
3573171266.494906,11.398138,-2.509615,11.713731,-1.678703
3573171266.504907,11.391024,-2.513499,11.709837,-1.683001
3573171266.514903,11.383901,-2.517362,11.705923,-1.687292
3573171266.524908,11.376770,-2.521204,11.701988,-1.691576
3573171266.534908,11.369631,-2.525024,11.698033,-1.695852
3573171266.544908,11.362484,-2.528824,11.694058,-1.700121
3573171266.554908,11.355329,-2.532603,11.690063,-1.704383
3573171266.564908,11.348167,-2.536360,11.686049,-1.708638
3573171266.574910,11.340997,-2.540096,11.682014,-1.712885
3573171266.584909,11.333820,-2.543812,11.677960,-1.717124
3573171266.594910,11.326636,-2.547506,11.673887,-1.721355
3573171266.604911,11.319445,-2.551179,11.669794,-1.725579
3573171266.614906,11.312246,-2.554831,11.665682,-1.729795
3573171266.624910,11.305041,-2.558463,11.661551,-1.734003
3573171266.634911,11.297829,-2.562073,11.657401,-1.738203
3573171266.644911,11.290610,-2.565662,11.653232,-1.742395
3573171266.654911,11.283385,-2.569231,11.649045,-1.746578
3573171266.664912,11.276154,-2.572779,11.644839,-1.750754
3573171266.674912,11.268916,-2.576305,11.640615,-1.754921
3573171266.684913,11.261672,-2.579811,11.636373,-1.759080
3573171266.694913,11.254422,-2.583296,11.632112,-1.763230
3573171266.704913,11.247167,-2.586760,11.627834,-1.767372
3573171266.714909,11.239905,-2.590204,11.623538,-1.771505
3573171266.724913,11.232638,-2.593626,11.619224,-1.775630
3573171266.734914,11.225365,-2.597028,11.614893,-1.779746
3573171266.744914,11.218086,-2.600409,11.610544,-1.783853
3573171266.754914,11.210802,-2.603770,11.606178,-1.787951
3573171266.764915,11.203513,-2.607110,11.601795,-1.792041
3573171266.774915,11.196219,-2.610429,11.597395,-1.796121
3573171266.784915,11.188920,-2.613727,11.592977,-1.800193
3573171266.794916,11.181615,-2.617005,11.588544,-1.804255
3573171266.804916,11.174306,-2.620262,11.584093,-1.808308
3573171266.814911,11.166992,-2.623498,11.579626,-1.812352
3573171266.824916,11.159673,-2.626714,11.575142,-1.816387
3573171266.834917,11.152350,-2.629910,11.570643,-1.820412
3573171266.844917,11.145022,-2.633085,11.566127,-1.824428
3573171266.854918,11.137690,-2.636239,11.561595,-1.828434
3573171266.864917,11.130354,-2.639373,11.557047,-1.832431
3573171266.874918,11.123013,-2.642487,11.552483,-1.836419
3573171266.884919,11.115668,-2.645580,11.547904,-1.840396
3573171266.894918,11.108319,-2.648653,11.543310,-1.844365
3573171266.904919,11.100966,-2.651705,11.538699,-1.848323
3573171266.914915,11.093609,-2.654737,11.534074,-1.852272
3573171266.924919,11.086249,-2.657749,11.529433,-1.856210
3573171266.934919,11.078884,-2.660740,11.524778,-1.860139
3573171266.944920,11.071516,-2.663711,11.520107,-1.864058
3573171266.954921,11.064145,-2.666662,11.515422,-1.867967
3573171266.964920,11.056770,-2.669593,11.510722,-1.871866
3573171266.974920,11.049391,-2.672503,11.506007,-1.875755
3573171266.984921,11.042010,-2.675393,11.501278,-1.879634
3573171266.994922,11.034625,-2.678263,11.496534,-1.883502
3573171267.004922,11.027237,-2.681113,11.491777,-1.887360
3573171267.014918,11.019845,-2.683943,11.487005,-1.891208
3573171267.024922,11.012451,-2.686753,11.482219,-1.895046
3573171267.034923,11.005054,-2.689542,11.477420,-1.898873
3573171267.044922,10.997654,-2.692312,11.472606,-1.902690
3573171267.054923,10.990251,-2.695062,11.467779,-1.906497
3573171267.064924,10.982845,-2.697791,11.462938,-1.910293
3573171267.074924,10.975437,-2.700501,11.458084,-1.914078
3573171267.084924,10.968026,-2.703190,11.453217,-1.917853
3573171267.094924,10.960613,-2.705860,11.448336,-1.921617
3573171267.104925,10.953197,-2.708510,11.443442,-1.925371
3573171267.114920,10.945778,-2.711140,11.438535,-1.929114
3573171267.124926,10.938358,-2.713749,11.433616,-1.932846
3573171267.134926,10.930935,-2.716340,11.428683,-1.936567
3573171267.144927,10.923509,-2.718910,11.423738,-1.940277
3573171267.154927,10.916082,-2.721460,11.418780,-1.943977
3573171267.164926,10.908652,-2.723991,11.413810,-1.947666
3573171267.174927,10.901221,-2.726502,11.408827,-1.951343
3573171267.184927,10.893787,-2.728993,11.403833,-1.955010
3573171267.194928,10.886352,-2.731465,11.398825,-1.958666
3573171267.204928,10.878915,-2.733917,11.393806,-1.962311
3573171267.214923,10.871475,-2.736349,11.388775,-1.965944
3573171267.224929,10.864034,-2.738761,11.383732,-1.969567
3573171267.234929,10.856592,-2.741154,11.378677,-1.973178
3573171267.244929,10.849147,-2.743527,11.373611,-1.976778
3573171267.254930,10.841701,-2.745881,11.368533,-1.980367
3573171267.264929,10.834254,-2.748215,11.363443,-1.983945
3573171267.274930,10.826805,-2.750529,11.358343,-1.987511
3573171267.284931,10.819355,-2.752824,11.353230,-1.991066
3573171267.294931,10.811903,-2.755099,11.348107,-1.994610
3573171267.304931,10.804449,-2.757355,11.342973,-1.998142
3573171267.314927,10.796995,-2.759591,11.337827,-2.001663
3573171267.324932,10.789539,-2.761808,11.332671,-2.005173
3573171267.334932,10.782082,-2.764006,11.327504,-2.008670
3573171267.344932,10.774624,-2.766184,11.322326,-2.012157
3573171267.354932,10.767165,-2.768342,11.317137,-2.015632
3573171267.364931,10.759704,-2.770481,11.311938,-2.019095
3573171267.374933,10.752243,-2.772601,11.306728,-2.022547
3573171267.384932,10.744780,-2.774701,11.301508,-2.025987
3573171267.394934,10.737317,-2.776782,11.296278,-2.029415
3573171267.404934,10.729853,-2.778844,11.291038,-2.032832
3573171267.414930,10.722387,-2.780886,11.285787,-2.036237
3573171267.424934,10.714921,-2.782909,11.280527,-2.039631
3573171267.434935,10.707455,-2.784913,11.275257,-2.043012
3573171267.444935,10.699987,-2.786897,11.269976,-2.046382
3573171267.454935,10.692519,-2.788862,11.264686,-2.049740
3573171267.464935,10.685050,-2.790808,11.259387,-2.053086
3573171267.474936,10.677581,-2.792735,11.254077,-2.056420
3573171267.484935,10.670110,-2.794642,11.248758,-2.059742
3573171267.494937,10.662640,-2.796530,11.243430,-2.063053
3573171267.504937,10.655169,-2.798399,11.238093,-2.066351
3573171267.514933,10.647697,-2.800249,11.232746,-2.069638
3573171267.524938,10.640225,-2.802080,11.227390,-2.072912
3573171267.534938,10.632752,-2.803891,11.222025,-2.076175
3573171267.544938,10.625279,-2.805683,11.216650,-2.079425
3573171267.554939,10.617806,-2.807456,11.211267,-2.082664
3573171267.564938,10.610333,-2.809210,11.205875,-2.085890
3573171267.574940,10.602859,-2.810945,11.200475,-2.089104
3573171267.584940,10.595385,-2.812661,11.195065,-2.092306
3573171267.594940,10.587911,-2.814357,11.189647,-2.095496
3573171267.604939,10.580436,-2.816035,11.184220,-2.098674
3573171267.614937,10.572962,-2.817693,11.178785,-2.101839
3573171267.624940,10.565487,-2.819332,11.173341,-2.104993
3573171267.634941,10.558013,-2.820952,11.167889,-2.108134
3573171267.644941,10.550538,-2.822553,11.162429,-2.111262
3573171267.654941,10.543063,-2.824136,11.156961,-2.114379
3573171267.664941,10.535589,-2.825699,11.151484,-2.117483
3573171267.674942,10.528114,-2.827242,11.146000,-2.120575
3573171267.684943,10.520640,-2.828767,11.140507,-2.123655
3573171267.694943,10.513165,-2.830273,11.135006,-2.126722
3573171267.704944,10.505691,-2.831760,11.129498,-2.129777
3573171267.714939,10.498217,-2.833228,11.123982,-2.132819
3573171267.724943,10.490743,-2.834677,11.118458,-2.135849
3573171267.734944,10.483269,-2.836107,11.112927,-2.138866
3573171267.744944,10.475796,-2.837517,11.107387,-2.141871
3573171267.754944,10.468323,-2.838909,11.101841,-2.144864
3573171267.764944,10.460850,-2.840282,11.096287,-2.147844
3573171267.774946,10.453378,-2.841636,11.090725,-2.150812
3573171267.784945,10.445906,-2.842970,11.085157,-2.153767
3573171267.794946,10.438435,-2.844286,11.079581,-2.156709
3573171267.804945,10.430964,-2.845583,11.073998,-2.159639
3573171267.814942,10.423493,-2.846861,11.068407,-2.162556
3573171267.824947,10.416023,-2.848120,11.062810,-2.165461
3573171267.834946,10.408553,-2.849360,11.057206,-2.168353
3573171267.844947,10.401084,-2.850581,11.051594,-2.171232
3573171267.854948,10.393616,-2.851783,11.045976,-2.174099
3573171267.864946,10.386148,-2.852966,11.040351,-2.176953
3573171267.874948,10.378681,-2.854130,11.034720,-2.179794
3573171267.884948,10.371214,-2.855275,11.029081,-2.182622
3573171267.894948,10.363749,-2.856401,11.023436,-2.185438
3573171267.904949,10.356284,-2.857508,11.017785,-2.188241
3573171267.914945,10.348819,-2.858596,11.012127,-2.191031
3573171267.924950,10.341356,-2.859665,11.006462,-2.193809
3573171267.934950,10.333893,-2.860715,11.000791,-2.196574
3573171267.944950,10.326431,-2.861747,10.995114,-2.199325
3573171267.954950,10.318970,-2.862759,10.989430,-2.202064
3573171267.964950,10.311510,-2.863752,10.983741,-2.204790
3573171267.974951,10.304051,-2.864727,10.978045,-2.207504
3573171267.984951,10.296593,-2.865682,10.972343,-2.210204
3573171267.994952,10.289136,-2.866618,10.966635,-2.212891
3573171268.004952,10.281679,-2.867536,10.960921,-2.215566
3573171268.014948,10.274224,-2.868434,10.955201,-2.218227
3573171268.024952,10.266770,-2.869314,10.949475,-2.220876
3573171268.034953,10.259317,-2.870174,10.943743,-2.223512
3573171268.044953,10.251865,-2.871016,10.938005,-2.226134
3573171268.054954,10.244414,-2.871838,10.932262,-2.228744
3573171268.064954,10.236965,-2.872642,10.926513,-2.231340
3573171268.074954,10.229516,-2.873426,10.920758,-2.233924
3573171268.084955,10.222069,-2.874192,10.914998,-2.236494
3573171268.094955,10.214623,-2.874938,10.909233,-2.239052
3573171268.104955,10.207179,-2.875666,10.903461,-2.241596
3573171268.114951,10.199735,-2.876374,10.897685,-2.244127
3573171268.124956,10.192294,-2.877064,10.891903,-2.246645
3573171268.134955,10.184853,-2.877734,10.886116,-2.249150
3573171268.144957,10.177414,-2.878386,10.880323,-2.251642
3573171268.154957,10.169976,-2.879018,10.874525,-2.254121
3573171268.164957,10.162540,-2.879632,10.868722,-2.256586
3573171268.174958,10.155105,-2.880226,10.862914,-2.259038
3573171268.184958,10.147672,-2.880802,10.857101,-2.261477
3573171268.194958,10.140240,-2.881358,10.851283,-2.263903
3573171268.204958,10.132810,-2.881895,10.845460,-2.266315
3573171268.214953,10.125382,-2.882413,10.839632,-2.268714
3573171268.224958,10.117955,-2.882912,10.833799,-2.271100
3573171268.234959,10.110530,-2.883393,10.827961,-2.273473
3573171268.244960,10.103106,-2.883854,10.822118,-2.275832
3573171268.254961,10.095685,-2.884295,10.816271,-2.278178
3573171268.264960,10.088265,-2.884718,10.810419,-2.280511
3573171268.274961,10.080847,-2.885122,10.804562,-2.282830
3573171268.284961,10.073430,-2.885507,10.798701,-2.285136
3573171268.294960,10.066016,-2.885872,10.792835,-2.287428
3573171268.304961,10.058603,-2.886219,10.786965,-2.289708
3573171268.314957,10.051193,-2.886546,10.781090,-2.291973
3573171268.324962,10.043784,-2.886854,10.775210,-2.294225
3573171268.334962,10.036378,-2.887143,10.769327,-2.296464
3573171268.344962,10.028973,-2.887413,10.763439,-2.298689
3573171268.354963,10.021571,-2.887664,10.757547,-2.300901
3573171268.364961,10.014170,-2.887895,10.751650,-2.303100
3573171268.374964,10.006772,-2.888108,10.745749,-2.305284
3573171268.384963,9.999376,-2.888301,10.739844,-2.307455
3573171268.394964,9.991982,-2.888475,10.733935,-2.309613
3573171268.404964,9.984590,-2.888630,10.728022,-2.311757
3573171268.414959,9.977201,-2.888766,10.722105,-2.313888
3573171268.424965,9.969813,-2.888882,10.716184,-2.316005
3573171268.434965,9.962429,-2.888979,10.710259,-2.318108
3573171268.444965,9.955046,-2.889057,10.704330,-2.320198
3573171268.454965,9.947666,-2.889116,10.698397,-2.322274
