Absolute Time,x_in,y_in
3573107347.222020,5.183747,-27.025422
3573107347.232019,5.184563,-27.025776
3573107347.242017,5.185379,-27.026130
3573107347.252047,5.186196,-27.026484
3573107347.262019,5.187012,-27.026838
3573107347.272021,5.187828,-27.027191
3573107347.282021,5.188645,-27.027545
3573107347.292020,5.189461,-27.027898
3573107347.302021,5.190278,-27.028251
3573107347.312021,5.191095,-27.028603
3573107347.322021,5.191912,-27.028956
3573107347.332021,5.192729,-27.029308
3573107347.342021,5.193546,-27.029660
3573107347.352049,5.194363,-27.030011
3573107347.362023,5.195181,-27.030363
3573107347.372022,5.195998,-27.030714
3573107347.382023,5.196816,-27.031065
3573107347.392022,5.197633,-27.031416
3573107347.402024,5.198451,-27.031767
3573107347.412023,5.199269,-27.032117
3573107347.422023,5.200087,-27.032467
3573107347.432024,5.200905,-27.032817
3573107347.442024,5.201723,-27.033167
3573107347.452051,5.202542,-27.033516
3573107347.462026,5.203360,-27.033866
3573107347.472025,5.204179,-27.034215
3573107347.482025,5.204997,-27.034564
3573107347.492025,5.205816,-27.034912
3573107347.502025,5.206635,-27.035261
3573107347.512026,5.207454,-27.035609
3573107347.522027,5.208273,-27.035957
3573107347.532026,5.209092,-27.036305
3573107347.542026,5.209911,-27.036652
3573107347.552054,5.210731,-27.036999
3573107347.562027,5.211550,-27.037347
3573107347.572028,5.212370,-27.037693
3573107347.582028,5.213189,-27.038040
3573107347.592028,5.214009,-27.038387
3573107347.602028,5.214829,-27.038733
3573107347.612028,5.215649,-27.039079
3573107347.622028,5.216469,-27.039424
3573107347.632030,5.217289,-27.039770
3573107347.642030,5.218110,-27.040115
3573107347.652057,5.218930,-27.040460
3573107347.662029,5.219751,-27.040805
3573107347.672030,5.220571,-27.041150
3573107347.682031,5.221392,-27.041494
3573107347.692030,5.222213,-27.041839
3573107347.702032,5.223034,-27.042183
3573107347.712032,5.223855,-27.042527
3573107347.722032,5.224676,-27.042870
3573107347.732031,5.225497,-27.043213
3573107347.742033,5.226319,-27.043557
3573107347.752058,5.227140,-27.043899
3573107347.762034,5.227962,-27.044242
3573107347.772032,5.228783,-27.044585
3573107347.782033,5.229605,-27.044927
3573107347.792034,5.230427,-27.045269
3573107347.802032,5.231249,-27.045611
3573107347.812033,5.232071,-27.045952
3573107347.822035,5.232893,-27.046294
3573107347.832035,5.233715,-27.046635
3573107347.842034,5.234538,-27.046976
3573107347.852059,5.235360,-27.047316
3573107347.862035,5.236183,-27.047657
3573107347.872035,5.237006,-27.047997
3573107347.882037,5.237828,-27.048337
3573107347.892036,5.238651,-27.048677
3573107347.902036,5.239474,-27.049017
3573107347.912036,5.240297,-27.049356
3573107347.922036,5.241121,-27.049695
3573107347.932036,5.241944,-27.050034
3573107347.942037,5.242767,-27.050373
3573107347.952063,5.243591,-27.050711
3573107347.962039,5.244414,-27.051049
3573107347.972038,5.245238,-27.051387
3573107347.982038,5.246062,-27.051725
3573107347.992038,5.246886,-27.052063
3573107348.002039,5.247710,-27.052400
3573107348.012039,5.248534,-27.052737
3573107348.022039,5.249358,-27.053074
3573107348.032040,5.250183,-27.053411
3573107348.042040,5.251007,-27.053748
3573107348.052064,5.251832,-27.054084
3573107348.062041,5.252656,-27.054420
3573107348.072041,5.253481,-27.054756
3573107348.082041,5.254306,-27.055091
3573107348.092041,5.255131,-27.055427
3573107348.102042,5.255956,-27.055762
3573107348.112041,5.256781,-27.056097
3573107348.122044,5.257606,-27.056431
3573107348.132042,5.258431,-27.056766
3573107348.142042,5.259257,-27.057100
3573107348.152067,5.260082,-27.057434
3573107348.162043,5.260908,-27.057768
3573107348.172043,5.261734,-27.058102
3573107348.182045,5.262559,-27.058435
3573107348.192043,5.263385,-27.058768
3573107348.202044,5.264211,-27.059101
3573107348.212047,5.265037,-27.059434
3573107348.222045,5.265864,-27.059766
3573107348.232046,5.266690,-27.060099
3573107348.242047,5.267516,-27.060431
3573107348.252070,5.268343,-27.060763
3573107348.262046,5.269170,-27.061094
3573107348.272047,5.269996,-27.061426
3573107348.282047,5.270823,-27.061757
3573107348.292047,5.271650,-27.062088
3573107348.302048,5.272477,-27.062418
3573107348.312048,5.273304,-27.062749
3573107348.322049,5.274131,-27.063079
3573107348.332049,5.274959,-27.063409
3573107348.342048,5.275786,-27.063739
3573107348.352073,5.276613,-27.064069
3573107348.362051,5.277441,-27.064398
3573107348.372049,5.278269,-27.064727
3573107348.382048,5.279096,-27.065056
3573107348.392048,5.279924,-27.065385
3573107348.402049,5.280752,-27.065713
3573107348.412050,5.281580,-27.066041
3573107348.422051,5.282409,-27.066370
3573107348.432050,5.283237,-27.066697
3573107348.442050,5.284065,-27.067025
3573107348.452058,5.284894,-27.067352
3573107348.462051,5.285722,-27.067679
3573107348.472051,5.286551,-27.068006
3573107348.482052,5.287380,-27.068333
3573107348.492050,5.288209,-27.068660
3573107348.502052,5.289037,-27.068986
3573107348.512053,5.289867,-27.069312
3573107348.522052,5.290696,-27.069638
3573107348.532053,5.291525,-27.069963
3573107348.542054,5.292354,-27.070289
3573107348.552060,5.293184,-27.070614
3573107348.562054,5.294013,-27.070939
3573107348.572054,5.294843,-27.071263
3573107348.582055,5.295672,-27.071588
3573107348.592055,5.296502,-27.071912
3573107348.602055,5.297332,-27.072236
3573107348.612055,5.298162,-27.072560
3573107348.622055,5.298992,-27.072883
3573107348.632055,5.299822,-27.073207
3573107348.642055,5.300653,-27.073530
3573107348.652080,5.301483,-27.073853
3573107348.662056,5.302314,-27.074176
3573107348.672056,5.303144,-27.074498
3573107348.682056,5.303975,-27.074820
3573107348.692055,5.304806,-27.075142
3573107348.702057,5.305636,-27.075464
3573107348.712059,5.306467,-27.075786
3573107348.722058,5.307298,-27.076107
3573107348.732058,5.308130,-27.076428
3573107348.742056,5.308961,-27.076749
3573107348.752083,5.309792,-27.077070
3573107348.762059,5.310624,-27.077390
3573107348.772058,5.311455,-27.077710
3573107348.782059,5.312287,-27.078030
3573107348.792061,5.313118,-27.078350
3573107348.802061,5.313950,-27.078670
3573107348.812061,5.314782,-27.078989
3573107348.822061,5.315614,-27.079308
3573107348.832062,5.316446,-27.079627
3573107348.842062,5.317278,-27.079945
3573107348.852087,5.318110,-27.080264
3573107348.862061,5.318943,-27.080582
3573107348.872062,5.319775,-27.080900
3573107348.882062,5.320608,-27.081218
3573107348.892061,5.321440,-27.081535
3573107348.902064,5.322273,-27.081853
3573107348.912063,5.323106,-27.082170
3573107348.922063,5.323939,-27.082487
3573107348.932063,5.324772,-27.082803
3573107348.942062,5.325605,-27.083120
3573107348.952092,5.326438,-27.083436
3573107348.962064,5.327271,-27.083752
3573107348.972065,5.328105,-27.084067
3573107348.982065,5.328938,-27.084383
3573107348.992065,5.329772,-27.084698
3573107349.002066,5.330605,-27.085013
3573107349.012066,5.331439,-27.085328
3573107349.022067,5.332273,-27.085643
3573107349.032066,5.333107,-27.085957
3573107349.042066,5.333941,-27.086271
3573107349.052094,5.334775,-27.086585
3573107349.062068,5.335609,-27.086899
3573107349.072068,5.336443,-27.087212
3573107349.082068,5.337278,-27.087525
3573107349.092069,5.338112,-27.087838
3573107349.102069,5.338947,-27.088151
3573107349.112069,5.339781,-27.088464
3573107349.122069,5.340616,-27.088776
3573107349.132070,5.341451,-27.089088
3573107349.142071,5.342286,-27.089400
3573107349.152094,5.343121,-27.089712
3573107349.162070,5.343956,-27.090023
3573107349.172071,5.344791,-27.090334
3573107349.182071,5.345626,-27.090645
3573107349.192071,5.346462,-27.090956
3573107349.202071,5.347297,-27.091267
3573107349.212072,5.348133,-27.091577
3573107349.222073,5.348968,-27.091887
3573107349.232072,5.349804,-27.092197
3573107349.242071,5.350640,-27.092507
3573107349.252101,5.351476,-27.092816
3573107349.262074,5.352312,-27.093125
3573107349.272075,5.353148,-27.093434
3573107349.282075,5.353984,-27.093743
3573107349.292075,5.354820,-27.094051
3573107349.302076,5.355656,-27.094360
3573107349.312076,5.356493,-27.094668
3573107349.322076,5.357329,-27.094976
3573107349.332076,5.358166,-27.095283
3573107349.342076,5.359002,-27.095591
3573107349.352099,5.359839,-27.095898
3573107349.362076,5.360676,-27.096205
3573107349.372076,5.361513,-27.096511
3573107349.382076,5.362350,-27.096818
3573107349.392076,5.363187,-27.097124
3573107349.402076,5.364024,-27.097430
3573107349.412076,5.364862,-27.097736
3573107349.422077,5.365699,-27.098041
3573107349.432077,5.366536,-27.098347
3573107349.442077,5.367374,-27.098652
3573107349.452103,5.368212,-27.098957
3573107349.462077,5.369049,-27.099261
3573107349.472078,5.369887,-27.099566
3573107349.482079,5.370725,-27.099870
3573107349.492077,5.371563,-27.100174
3573107349.502078,5.372401,-27.100478
3573107349.512079,5.373239,-27.100781
3573107349.522078,5.374077,-27.101084
3573107349.532079,5.374916,-27.101387
3573107349.542078,5.375754,-27.101690
3573107349.552104,5.376593,-27.101993
3573107349.562080,5.377431,-27.102295
3573107349.572080,5.378270,-27.102597
3573107349.582078,5.379109,-27.102899
3573107349.592079,5.379947,-27.103201
3573107349.602078,5.380786,-27.103502
3573107349.612080,5.381625,-27.103804
3573107349.622080,5.382464,-27.104105
3573107349.632081,5.383304,-27.104405
3573107349.642081,5.384143,-27.104706
3573107349.652106,5.384982,-27.105006
3573107349.662081,5.385822,-27.105306
3573107349.672081,5.386661,-27.105606
3573107349.682082,5.387501,-27.105906
3573107349.692081,5.388340,-27.106205
3573107349.702082,5.389180,-27.106504
3573107349.712082,5.390020,-27.106803
3573107349.722083,5.390860,-27.107102
3573107349.732081,5.391700,-27.107401
3573107349.742082,5.392540,-27.107699
3573107349.752107,5.393380,-27.107997
3573107349.762082,5.394220,-27.108295
3573107349.772082,5.395061,-27.108592
3573107349.782083,5.395901,-27.108890
3573107349.792082,5.396742,-27.109187
3573107349.802083,5.397582,-27.109484
3573107349.812082,5.398423,-27.109780
3573107349.822083,5.399264,-27.110077
3573107349.832082,5.400105,-27.110373
3573107349.842082,5.400945,-27.110669
3573107349.852107,5.401786,-27.110965
3573107349.862082,5.402628,-27.111260
3573107349.872082,5.403469,-27.111556
3573107349.882082,5.404310,-27.111851
3573107349.892082,5.405151,-27.112146
3573107349.902082,5.405993,-27.112440
3573107349.912082,5.406834,-27.112735
3573107349.922083,5.407676,-27.113029
3573107349.932082,5.408517,-27.113323
3573107349.942082,5.409359,-27.113616
3573107349.952108,5.410201,-27.113910
3573107349.962082,5.411043,-27.114203
3573107349.972081,5.411885,-27.114496
3573107349.982082,5.412727,-27.114789
3573107349.992082,5.413569,-27.115081
3573107350.002082,5.414411,-27.115374
3573107350.012083,5.415254,-27.115666
3573107350.022083,5.416096,-27.115958
3573107350.032082,5.416938,-27.116249
3573107350.042085,5.417781,-27.116541
3573107350.052107,5.418624,-27.116832
3573107350.062086,5.419466,-27.117123
3573107350.072084,5.420309,-27.117413
3573107350.082083,5.421152,-27.117704
3573107350.092083,5.421995,-27.117994
3573107350.102085,5.422838,-27.118284
3573107350.112084,5.423681,-27.118574
3573107350.122085,5.424524,-27.118863
3573107350.132085,5.425367,-27.119153
3573107350.142085,5.426211,-27.119442
3573107350.152108,5.427054,-27.119731
3573107350.162086,5.427898,-27.120019
3573107350.172088,5.428741,-27.120308
3573107350.182086,5.429585,-27.120596
3573107350.192087,5.430429,-27.120884
3573107350.202087,5.431272,-27.121172
3573107350.212088,5.432116,-27.121459
3573107350.222089,5.432960,-27.121746
3573107350.232087,5.433804,-27.122033
3573107350.242087,5.434648,-27.122320
3573107350.252107,5.435493,-27.122607
3573107350.262089,5.436337,-27.122893
3573107350.272089,5.437181,-27.123179
3573107350.282092,5.438026,-27.123465
3573107350.292089,5.438870,-27.123751
3573107350.302090,5.439715,-27.124036
3573107350.312090,5.440559,-27.124321
3573107350.322091,5.441404,-27.124606
3573107350.332091,5.442249,-27.124891
3573107350.342092,5.443094,-27.125175
3573107350.352105,5.443939,-27.125460
3573107350.362092,5.444784,-27.125744
3573107350.372092,5.445629,-27.126027
3573107350.382092,5.446474,-27.126311
3573107350.392093,5.447319,-27.126594
3573107350.402093,5.448165,-27.126877
3573107350.412094,5.449010,-27.127160
3573107350.422094,5.449856,-27.127443
3573107350.432094,5.450701,-27.127725
3573107350.442095,5.451547,-27.128007
3573107350.452106,5.452393,-27.128289
3573107350.462097,5.453238,-27.128571
3573107350.472097,5.454084,-27.128853
3573107350.482096,5.454930,-27.129134
3573107350.492096,5.455776,-27.129415
3573107350.502097,5.456622,-27.129696
3573107350.512097,5.457468,-27.129976
3573107350.522099,5.458315,-27.130256
3573107350.532099,5.459161,-27.130536
3573107350.542098,5.460007,-27.130816
3573107350.552105,5.460854,-27.131096
3573107350.562099,5.461700,-27.131375
3573107350.572101,5.462547,-27.131654
3573107350.582101,5.463394,-27.131933
3573107350.592100,5.464240,-27.132212
3573107350.602099,5.465087,-27.132491
3573107350.612101,5.465934,-27.132769
3573107350.622101,5.466781,-27.133047
3573107350.632101,5.467628,-27.133324
3573107350.642102,5.468475,-27.133602
3573107350.652107,5.469322,-27.133879
3573107350.662101,5.470170,-27.134156
3573107350.672102,5.471017,-27.134433
3573107350.682100,5.471865,-27.134710
3573107350.692102,5.472712,-27.134986
3573107350.702103,5.473560,-27.135262
3573107350.712104,5.474407,-27.135538
3573107350.722103,5.475255,-27.135814
3573107350.732103,5.476103,-27.136089
3573107350.742104,5.476951,-27.136364
3573107350.752107,5.477798,-27.136639
3573107350.762105,5.478646,-27.136914
3573107350.772105,5.479494,-27.137188
3573107350.782105,5.480343,-27.137463
3573107350.792105,5.481191,-27.137737
3573107350.802106,5.482039,-27.138011
3573107350.812105,5.482887,-27.138284
3573107350.822106,5.483736,-27.138557
3573107350.832106,5.484584,-27.138830
3573107350.842105,5.485433,-27.139103
3573107350.852108,5.486282,-27.139376
3573107350.862107,5.487130,-27.139648
3573107350.872107,5.487979,-27.139920
3573107350.882108,5.488828,-27.140192
3573107350.892107,5.489677,-27.140464
3573107350.902107,5.490526,-27.140736
3573107350.912108,5.491375,-27.141007
3573107350.922108,5.492224,-27.141278
3573107350.932109,5.493073,-27.141548
3573107350.942110,5.493922,-27.141819
3573107350.952107,5.494772,-27.142089
3573107350.962109,5.495621,-27.142359
3573107350.972110,5.496471,-27.142629
3573107350.982110,5.497320,-27.142899
3573107350.992110,5.498170,-27.143168
3573107351.002111,5.499019,-27.143437
3573107351.012111,5.499869,-27.143706
3573107351.022111,5.500719,-27.143975
3573107351.032112,5.501569,-27.144243
3573107351.042112,5.502419,-27.144511
3573107351.052110,5.503269,-27.144779
3573107351.062113,5.504119,-27.145047
3573107351.072113,5.504969,-27.145314
3573107351.082114,5.505819,-27.145581
3573107351.092113,5.506669,-27.145848
3573107351.102114,5.507520,-27.146115
3573107351.112113,5.508370,-27.146382
3573107351.122116,5.509221,-27.146648
3573107351.132115,5.510071,-27.146914
3573107351.142114,5.510922,-27.147180
3573107351.152109,5.511773,-27.147445
3573107351.162116,5.512623,-27.147711
3573107351.172114,5.513474,-27.147976
3573107351.182117,5.514325,-27.148241
3573107351.192117,5.515176,-27.148505
3573107351.202116,5.516027,-27.148770
3573107351.212117,5.516878,-27.149034
3573107351.222117,5.517729,-27.149298
3573107351.232116,5.518580,-27.149561
3573107351.242118,5.519432,-27.149825
3573107351.252115,5.520283,-27.150088
3573107351.262117,5.521134,-27.150351
3573107351.272118,5.521986,-27.150614
3573107351.282118,5.522837,-27.150876
3573107351.292119,5.523689,-27.151138
3573107351.302120,5.524541,-27.151400
3573107351.312119,5.525392,-27.151662
3573107351.322120,5.526244,-27.151924
3573107351.332119,5.527096,-27.152185
3573107351.342119,5.527948,-27.152446
3573107351.352112,5.528800,-27.152707
3573107351.362122,5.529652,-27.152968
3573107351.372121,5.530504,-27.153228
3573107351.382122,5.531356,-27.153488
3573107351.392122,5.532209,-27.153748
3573107351.402122,5.533061,-27.154008
3573107351.412123,5.533913,-27.154267
3573107351.422124,5.534766,-27.154526
3573107351.432123,5.535618,-27.154785
3573107351.442122,5.536471,-27.155044
3573107351.452114,5.537323,-27.155302
3573107351.462123,5.538176,-27.155561
3573107351.472124,5.539029,-27.155819
3573107351.482125,5.539882,-27.156076
3573107351.492125,5.540734,-27.156334
3573107351.502124,5.541587,-27.156591
3573107351.512125,5.542440,-27.156848
3573107351.522126,5.543293,-27.157105
3573107351.532126,5.544147,-27.157362
3573107351.542127,5.545000,-27.157618
3573107351.552117,5.545853,-27.157874
3573107351.562126,5.546706,-27.158130
3573107351.572126,5.547560,-27.158385
3573107351.582128,5.548413,-27.158641
3573107351.592127,5.549267,-27.158896
3573107351.602129,5.550120,-27.159151
3573107351.612128,5.550974,-27.159406
3573107351.622128,5.551827,-27.159660
3573107351.632128,5.552681,-27.159914
3573107351.642128,5.553535,-27.160168
3573107351.652121,5.554389,-27.160422
3573107351.662130,5.555243,-27.160675
3573107351.672130,5.556097,-27.160928
3573107351.682130,5.556951,-27.161181
3573107351.692130,5.557805,-27.161434
3573107351.702130,5.558659,-27.161687
3573107351.712132,5.559513,-27.161939
3573107351.722132,5.560367,-27.162191
3573107351.732131,5.561222,-27.162443
3573107351.742131,5.562076,-27.162694
3573107351.752124,5.562931,-27.162946
3573107351.762132,5.563785,-27.163197
3573107351.772132,5.564640,-27.163448
3573107351.782133,5.565494,-27.163698
3573107351.792133,5.566349,-27.163949
3573107351.802133,5.567204,-27.164199
3573107351.812134,5.568059,-27.164449
3573107351.822134,5.568913,-27.164698
3573107351.832134,5.569768,-27.164948
3573107351.842136,5.570623,-27.165197
3573107351.852128,5.571478,-27.165446
3573107351.862135,5.572333,-27.165694
3573107351.872135,5.573189,-27.165943
3573107351.882135,5.574044,-27.166191
3573107351.892136,5.574899,-27.166439
3573107351.902137,5.575754,-27.166687
3573107351.912136,5.576610,-27.166934
3573107351.922136,5.577465,-27.167181
3573107351.932137,5.578321,-27.167428
3573107351.942137,5.579176,-27.167675
3573107351.952132,5.580032,-27.167922
3573107351.962139,5.580887,-27.168168
3573107351.972139,5.581743,-27.168414
3573107351.982138,5.582599,-27.168660
3573107351.992139,5.583455,-27.168905
3573107352.002139,5.584311,-27.169151
3573107352.012140,5.585166,-27.169396
3573107352.022140,5.586022,-27.169640
3573107352.032141,5.586878,-27.169885
3573107352.042140,5.587735,-27.170129
3573107352.052135,5.588591,-27.170373
3573107352.062141,5.589447,-27.170617
3573107352.072141,5.590303,-27.170861
3573107352.082142,5.591159,-27.171104
3573107352.092142,5.592016,-27.171347
3573107352.102142,5.592872,-27.171590
3573107352.112141,5.593729,-27.171833
3573107352.122143,5.594585,-27.172075
3573107352.132143,5.595442,-27.172318
3573107352.142144,5.596299,-27.172560
3573107352.152138,5.597155,-27.172801
3573107352.162144,5.598012,-27.173043
3573107352.172144,5.598869,-27.173284
3573107352.182145,5.599726,-27.173525
3573107352.192144,5.600582,-27.173766
3573107352.202146,5.601439,-27.174006
3573107352.212145,5.602296,-27.174246
3573107352.222145,5.603154,-27.174486
3573107352.232145,5.604011,-27.174726
3573107352.242146,5.604868,-27.174965
3573107352.252141,5.605725,-27.175205
3573107352.262148,5.606582,-27.175444
3573107352.272147,5.607440,-27.175683
3573107352.282147,5.608297,-27.175921
3573107352.292147,5.609154,-27.176159
3573107352.302147,5.610012,-27.176397
3573107352.312148,5.610869,-27.176635
3573107352.322149,5.611727,-27.176873
3573107352.332148,5.612585,-27.177110
3573107352.342147,5.613442,-27.177347
3573107352.352145,5.614300,-27.177584
3573107352.362148,5.615158,-27.177821
3573107352.372153,5.616016,-27.178057
3573107352.382150,5.616873,-27.178293
3573107352.392150,5.617731,-27.178529
3573107352.402150,5.618589,-27.178765
3573107352.412150,5.619447,-27.179000
3573107352.422152,5.620306,-27.179235
3573107352.432152,5.621164,-27.179470
3573107352.442152,5.622022,-27.179705
3573107352.452147,5.622880,-27.179939
3573107352.462152,5.623738,-27.180173
3573107352.472152,5.624597,-27.180407
3573107352.482152,5.625455,-27.180641
3573107352.492153,5.626313,-27.180874
3573107352.502154,5.627172,-27.181107
3573107352.512154,5.628030,-27.181340
3573107352.522153,5.628889,-27.181573
3573107352.532154,5.629748,-27.181805
3573107352.542153,5.630606,-27.182037
3573107352.552150,5.631465,-27.182269
3573107352.562156,5.632324,-27.182501
3573107352.572155,5.633183,-27.182733
3573107352.582155,5.634041,-27.182964
3573107352.592156,5.634900,-27.183195
3573107352.602156,5.635759,-27.183426
3573107352.612156,5.636618,-27.183656
3573107352.622157,5.637477,-27.183886
3573107352.632157,5.638336,-27.184116
3573107352.642157,5.639196,-27.184346
3573107352.652154,5.640055,-27.184575
3573107352.662158,5.640914,-27.184805
3573107352.672158,5.641773,-27.185034
3573107352.682159,5.642633,-27.185263
3573107352.692158,5.643492,-27.185491
3573107352.702158,5.644351,-27.185719
3573107352.712160,5.645211,-27.185947
3573107352.722159,5.646070,-27.186175
3573107352.732160,5.646930,-27.186403
3573107352.742162,5.647789,-27.186630
3573107352.752157,5.648649,-27.186857
3573107352.762159,5.649509,-27.187084
3573107352.772161,5.650368,-27.187310
3573107352.782162,5.651228,-27.187537
3573107352.792161,5.652088,-27.187763
3573107352.802162,5.652948,-27.187989
3573107352.812161,5.653808,-27.188214
3573107352.822162,5.654668,-27.188439
3573107352.832161,5.655528,-27.188664
3573107352.842162,5.656388,-27.188889
3573107352.852161,5.657248,-27.189114
3573107352.862164,5.658108,-27.189338
3573107352.872164,5.658968,-27.189562
3573107352.882164,5.659828,-27.189786
3573107352.892165,5.660689,-27.190010
3573107352.902164,5.661549,-27.190233
3573107352.912165,5.662409,-27.190456
3573107352.922165,5.663270,-27.190679
3573107352.932166,5.664130,-27.190902
3573107352.942165,5.664990,-27.191124
3573107352.952165,5.665851,-27.191346
3573107352.962166,5.666711,-27.191568
3573107352.972166,5.667572,-27.191790
3573107352.982168,5.668433,-27.192011
3573107352.992167,5.669293,-27.192232
3573107353.002168,5.670154,-27.192453
3573107353.012167,5.671015,-27.192674
3573107353.022169,5.671876,-27.192894
3573107353.032168,5.672736,-27.193114
3573107353.042169,5.673597,-27.193334
3573107353.052168,5.674458,-27.193554
3573107353.062169,5.675319,-27.193773
3573107353.072169,5.676180,-27.193992
3573107353.082170,5.677041,-27.194211
3573107353.092170,5.677902,-27.194430
3573107353.102171,5.678763,-27.194648
3573107353.112171,5.679625,-27.194866
3573107353.122170,5.680486,-27.195084
3573107353.132171,5.681347,-27.195302
3573107353.142170,5.682208,-27.195519
3573107353.152171,5.683070,-27.195736
3573107353.162173,5.683931,-27.195953
3573107353.172172,5.684792,-27.196170
3573107353.182172,5.685654,-27.196386
3573107353.192172,5.686515,-27.196602
3573107353.202172,5.687377,-27.196818
3573107353.212173,5.688238,-27.197034
3573107353.222175,5.689100,-27.197249
3573107353.232173,5.689961,-27.197464
3573107353.242173,5.690823,-27.197679
3573107353.252191,5.691685,-27.197894
3573107353.262174,5.692546,-27.198108
3573107353.272175,5.693408,-27.198322
3573107353.282176,5.694270,-27.198536
3573107353.292176,5.695132,-27.198750
3573107353.302176,5.695994,-27.198963
3573107353.312175,5.696856,-27.199176
3573107353.322176,5.697718,-27.199389
3573107353.332176,5.698580,-27.199602
3573107353.342178,5.699442,-27.199814
3573107353.352190,5.700304,-27.200027
3573107353.362177,5.701166,-27.200238
3573107353.372178,5.702028,-27.200450
3573107353.382178,5.702890,-27.200661
3573107353.392179,5.703752,-27.200873
3573107353.402180,5.704614,-27.201083
3573107353.412179,5.705477,-27.201294
3573107353.422179,5.706339,-27.201505
3573107353.432178,5.707201,-27.201715
3573107353.442179,5.708064,-27.201925
3573107353.452191,5.708926,-27.202134
3573107353.462181,5.709789,-27.202344
3573107353.472180,5.710651,-27.202553
3573107353.482181,5.711514,-27.202762
3573107353.492181,5.712376,-27.202970
3573107353.502182,5.713239,-27.203179
3573107353.512181,5.714101,-27.203387
3573107353.522182,5.714964,-27.203595
3573107353.532183,5.715827,-27.203802
3573107353.542182,5.716689,-27.204010
3573107353.552192,5.717552,-27.204217
3573107353.562183,5.718415,-27.204424
3573107353.572184,5.719278,-27.204630
3573107353.582184,5.720140,-27.204837
3573107353.592184,5.721003,-27.205043
3573107353.602184,5.721866,-27.205249
3573107353.612184,5.722729,-27.205454
3573107353.622185,5.723592,-27.205659
3573107353.632185,5.724455,-27.205865
3573107353.642187,5.725318,-27.206069
3573107353.652192,5.726181,-27.206274
3573107353.662186,5.727044,-27.206478
3573107353.672186,5.727907,-27.206682
3573107353.682187,5.728770,-27.206886
3573107353.692186,5.729634,-27.207090
3573107353.702188,5.730497,-27.207293
3573107353.712188,5.731360,-27.207496
3573107353.722188,5.732223,-27.207699
3573107353.732188,5.733087,-27.207902
3573107353.742188,5.733950,-27.208104
3573107353.752192,5.734813,-27.208306
3573107353.762190,5.735677,-27.208508
3573107353.772189,5.736540,-27.208709
3573107353.782189,5.737404,-27.208911
3573107353.792189,5.738267,-27.209112
3573107353.802189,5.739131,-27.209313
3573107353.812190,5.739994,-27.209513
3573107353.822191,5.740858,-27.209713
3573107353.832191,5.741721,-27.209913
3573107353.842190,5.742585,-27.210113
3573107353.852190,5.743448,-27.210313
3573107353.862192,5.744312,-27.210512
3573107353.872192,5.745176,-27.210711
3573107353.882194,5.746040,-27.210910
3573107353.892193,5.746903,-27.211108
3573107353.902193,5.747767,-27.211307
3573107353.912193,5.748631,-27.211505
3573107353.922194,5.749495,-27.211702
3573107353.932193,5.750359,-27.211900
3573107353.942195,5.751222,-27.212097
3573107353.952192,5.752086,-27.212294
3573107353.962194,5.752950,-27.212491
3573107353.972195,5.753814,-27.212687
3573107353.982195,5.754678,-27.212883
3573107353.992195,5.755542,-27.213079
3573107354.002196,5.756406,-27.213275
3573107354.012196,5.757270,-27.213470
3573107354.022197,5.758134,-27.213666
3573107354.032197,5.758999,-27.213861
3573107354.042196,5.759863,-27.214055
3573107354.052194,5.760727,-27.214250
3573107354.062198,5.761591,-27.214444
3573107354.072197,5.762455,-27.214638
3573107354.082197,5.763319,-27.214831
3573107354.092198,5.764184,-27.215025
3573107354.102198,5.765048,-27.215218
3573107354.112198,5.765912,-27.215411
3573107354.122200,5.766777,-27.215603
3573107354.132201,5.767641,-27.215796
3573107354.142199,5.768505,-27.215988
3573107354.152191,5.769370,-27.216180
3573107354.162200,5.770234,-27.216371
3573107354.172201,5.771099,-27.216563
3573107354.182201,5.771963,-27.216754
3573107354.192200,5.772828,-27.216945
3573107354.202200,5.773692,-27.217135
3573107354.212201,5.774557,-27.217325
3573107354.222201,5.775421,-27.217516
3573107354.232202,5.776286,-27.217705
3573107354.242203,5.777150,-27.217895
3573107354.252195,5.778015,-27.218084
3573107354.262203,5.778880,-27.218273
3573107354.272203,5.779744,-27.218462
3573107354.282204,5.780609,-27.218650
3573107354.292204,5.781474,-27.218839
3573107354.302205,5.782338,-27.219027
3573107354.312205,5.783203,-27.219214
3573107354.322204,5.784068,-27.219402
3573107354.332204,5.784933,-27.219589
3573107354.342204,5.785797,-27.219776
3573107354.352199,5.786662,-27.219963
3573107354.362206,5.787527,-27.220149
3573107354.372206,5.788392,-27.220335
3573107354.382205,5.789257,-27.220521
3573107354.392206,5.790122,-27.220707
3573107354.402206,5.790987,-27.220892
3573107354.412207,5.791852,-27.221078
3573107354.422208,5.792716,-27.221262
3573107354.432207,5.793581,-27.221447
3573107354.442206,5.794446,-27.221632
3573107354.452200,5.795311,-27.221816
3573107354.462208,5.796176,-27.221999
3573107354.472208,5.797041,-27.222183
3573107354.482210,5.797907,-27.222366
3573107354.492210,5.798772,-27.222549
3573107354.502210,5.799637,-27.222732
3573107354.512209,5.800502,-27.222915
3573107354.522211,5.801367,-27.223097
3573107354.532211,5.802232,-27.223279
3573107354.542212,5.803097,-27.223461
3573107354.552204,5.803962,-27.223642
3573107354.562212,5.804828,-27.223824
3573107354.572212,5.805693,-27.224005
