Absolute Time,x_in,y_in
3573107368.212597,6.892863,-27.198090
3573107368.222599,6.893492,-27.197872
3573107368.232597,6.894121,-27.197654
3573107368.242597,6.894749,-27.197436
3573107368.252594,6.895376,-27.197217
3573107368.262599,6.896004,-27.196998
3573107368.272599,6.896631,-27.196779
3573107368.282600,6.897257,-27.196560
3573107368.292600,6.897883,-27.196340
3573107368.302600,6.898509,-27.196121
3573107368.312600,6.899135,-27.195901
3573107368.322600,6.899760,-27.195681
3573107368.332601,6.900384,-27.195461
3573107368.342602,6.901008,-27.195240
3573107368.352597,6.901632,-27.195019
3573107368.362602,6.902256,-27.194798
3573107368.372602,6.902879,-27.194577
3573107368.382603,6.903501,-27.194356
3573107368.392602,6.904124,-27.194134
3573107368.402603,6.904746,-27.193913
3573107368.412603,6.905367,-27.193691
3573107368.422604,6.905988,-27.193468
3573107368.432603,6.906609,-27.193246
3573107368.442604,6.907229,-27.193023
3573107368.452600,6.907849,-27.192801
3573107368.462605,6.908469,-27.192578
3573107368.472605,6.909088,-27.192354
3573107368.482604,6.909707,-27.192131
3573107368.492606,6.910325,-27.191907
3573107368.502606,6.910943,-27.191684
3573107368.512606,6.911561,-27.191460
3573107368.522606,6.912178,-27.191235
3573107368.532607,6.912795,-27.191011
3573107368.542606,6.913411,-27.190786
3573107368.552603,6.914027,-27.190562
3573107368.562607,6.914643,-27.190337
3573107368.572607,6.915258,-27.190111
3573107368.582608,6.915873,-27.189886
3573107368.592607,6.916487,-27.189660
3573107368.602608,6.917102,-27.189434
3573107368.612608,6.917715,-27.189208
3573107368.622609,6.918329,-27.188982
3573107368.632609,6.918942,-27.188756
3573107368.642610,6.919554,-27.188529
3573107368.652605,6.920166,-27.188302
3573107368.662610,6.920778,-27.188075
3573107368.672610,6.921389,-27.187848
3573107368.682611,6.922000,-27.187621
3573107368.692611,6.922611,-27.187393
3573107368.702612,6.923221,-27.187165
3573107368.712613,6.923831,-27.186937
3573107368.722611,6.924440,-27.186709
3573107368.732612,6.925050,-27.186481
3573107368.742612,6.925658,-27.186252
3573107368.752608,6.926266,-27.186024
3573107368.762614,6.926874,-27.185795
3573107368.772613,6.927482,-27.185565
3573107368.782614,6.928089,-27.185336
3573107368.792614,6.928696,-27.185107
3573107368.802614,6.929302,-27.184877
3573107368.812614,6.929908,-27.184647
3573107368.822616,6.930513,-27.184417
3573107368.832615,6.931119,-27.184187
3573107368.842615,6.931723,-27.183956
3573107368.852612,6.932328,-27.183726
3573107368.862616,6.932932,-27.183495
3573107368.872616,6.933535,-27.183264
3573107368.882617,6.934138,-27.183032
3573107368.892616,6.934741,-27.182801
3573107368.902617,6.935344,-27.182570
3573107368.912617,6.935946,-27.182338
3573107368.922617,6.936547,-27.182106
3573107368.932617,6.937149,-27.181874
3573107368.942619,6.937749,-27.181641
3573107368.952613,6.938350,-27.181409
3573107368.962618,6.938950,-27.181176
3573107368.972618,6.939550,-27.180943
3573107368.982618,6.940149,-27.180710
3573107368.992620,6.940748,-27.180477
3573107369.002620,6.941346,-27.180244
3573107369.012621,6.941945,-27.180010
3573107369.022621,6.942542,-27.179776
3573107369.032621,6.943140,-27.179542
3573107369.042620,6.943737,-27.179308
3573107369.052616,6.944333,-27.179074
3573107369.062622,6.944929,-27.178839
3573107369.072621,6.945525,-27.178605
3573107369.082622,6.946121,-27.178370
3573107369.092622,6.946716,-27.178135
3573107369.102623,6.947310,-27.177899
3573107369.112623,6.947905,-27.177664
3573107369.122624,6.948498,-27.177429
3573107369.132623,6.949092,-27.177193
3573107369.142622,6.949685,-27.176957
3573107369.152619,6.950278,-27.176721
3573107369.162623,6.950870,-27.176485
3573107369.172625,6.951462,-27.176248
3573107369.182625,6.952053,-27.176011
3573107369.192625,6.952645,-27.175775
3573107369.202625,6.953235,-27.175538
3573107369.212626,6.953826,-27.175301
3573107369.222626,6.954416,-27.175063
3573107369.232626,6.955005,-27.174826
3573107369.242628,6.955595,-27.174588
3573107369.252623,6.956183,-27.174350
3573107369.262627,6.956772,-27.174112
3573107369.272627,6.957360,-27.173874
3573107369.282628,6.957947,-27.173636
3573107369.292627,6.958535,-27.173397
3573107369.302629,6.959122,-27.173159
3573107369.312628,6.959708,-27.172920
3573107369.322629,6.960294,-27.172681
3573107369.332629,6.960880,-27.172442
3573107369.342628,6.961465,-27.172203
3573107369.352625,6.962050,-27.171963
3573107369.362630,6.962635,-27.171723
3573107369.372631,6.963219,-27.171484
3573107369.382630,6.963803,-27.171244
3573107369.392630,6.964386,-27.171003
3573107369.402632,6.964969,-27.170763
3573107369.412630,6.965552,-27.170523
3573107369.422633,6.966134,-27.170282
3573107369.432631,6.966716,-27.170041
3573107369.442631,6.967297,-27.169800
3573107369.452628,6.967879,-27.169559
3573107369.462632,6.968459,-27.169318
3573107369.472632,6.969040,-27.169076
3573107369.482634,6.969619,-27.168835
3573107369.492633,6.970199,-27.168593
3573107369.502633,6.970778,-27.168351
3573107369.512634,6.971357,-27.168109
3573107369.522634,6.971935,-27.167867
3573107369.532636,6.972513,-27.167624
3573107369.542635,6.973091,-27.167382
3573107369.552630,6.973668,-27.167139
3573107369.562635,6.974245,-27.166896
3573107369.572636,6.974822,-27.166653
3573107369.582636,6.975398,-27.166410
3573107369.592636,6.975973,-27.166167
3573107369.602638,6.976549,-27.165923
3573107369.612637,6.977124,-27.165680
3573107369.622637,6.977698,-27.165436
3573107369.632637,6.978272,-27.165192
3573107369.642637,6.978846,-27.164948
3573107369.652633,6.979420,-27.164703
3573107369.662640,6.979993,-27.164459
3573107369.672639,6.980565,-27.164215
3573107369.682639,6.981138,-27.163970
3573107369.692638,6.981710,-27.163725
3573107369.702639,6.982281,-27.163480
3573107369.712641,6.982852,-27.163235
3573107369.722641,6.983423,-27.162989
3573107369.732640,6.983993,-27.162744
3573107369.742640,6.984563,-27.162498
3573107369.752636,6.985133,-27.162253
3573107369.762641,6.985702,-27.162007
3573107369.772641,6.986271,-27.161761
3573107369.782642,6.986839,-27.161515
3573107369.792642,6.987407,-27.161268
3573107369.802641,6.987975,-27.161022
3573107369.812642,6.988543,-27.160775
3573107369.822643,6.989109,-27.160528
3573107369.832643,6.989676,-27.160281
3573107369.842641,6.990242,-27.160034
3573107369.852639,6.990808,-27.159787
3573107369.862644,6.991373,-27.159540
3573107369.872644,6.991939,-27.159292
3573107369.882645,6.992503,-27.159045
3573107369.892644,6.993067,-27.158797
3573107369.902646,6.993631,-27.158549
3573107369.912645,6.994195,-27.158301
3573107369.922646,6.994758,-27.158053
3573107369.932646,6.995321,-27.157804
3573107369.942645,6.995883,-27.157556
3573107369.952642,6.996445,-27.157307
3573107369.962647,6.997007,-27.157059
3573107369.972647,6.997568,-27.156810
3573107369.982647,6.998129,-27.156561
3573107369.992648,6.998690,-27.156311
3573107370.002647,6.999250,-27.156062
3573107370.012649,6.999810,-27.155813
3573107370.022649,7.000369,-27.155563
3573107370.032650,7.000928,-27.155313
3573107370.042648,7.001487,-27.155064
3573107370.052645,7.002045,-27.154814
3573107370.062649,7.002603,-27.154564
3573107370.072649,7.003161,-27.154313
3573107370.082651,7.003718,-27.154063
3573107370.092650,7.004274,-27.153812
3573107370.102650,7.004831,-27.153562
3573107370.112650,7.005387,-27.153311
3573107370.122651,7.005943,-27.153060
3573107370.132651,7.006498,-27.152809
3573107370.142653,7.007053,-27.152558
3573107370.152647,7.007607,-27.152307
3573107370.162652,7.008162,-27.152055
3573107370.172653,7.008715,-27.151804
3573107370.182652,7.009269,-27.151552
3573107370.192654,7.009822,-27.151300
3573107370.202653,7.010375,-27.151048
3573107370.212655,7.010927,-27.150796
3573107370.222654,7.011479,-27.150544
3573107370.232654,7.012031,-27.150291
3573107370.242654,7.012582,-27.150039
3573107370.252651,7.013133,-27.149786
3573107370.262656,7.013683,-27.149534
3573107370.272656,7.014233,-27.149281
3573107370.282656,7.014783,-27.149028
3573107370.292656,7.015332,-27.148775
3573107370.302655,7.015881,-27.148522
3573107370.312657,7.016430,-27.148268
3573107370.322658,7.016978,-27.148015
3573107370.332657,7.017526,-27.147761
3573107370.342656,7.018074,-27.147508
3573107370.352653,7.018621,-27.147254
3573107370.362658,7.019168,-27.147000
3573107370.372659,7.019714,-27.146746
3573107370.382660,7.020260,-27.146492
3573107370.392659,7.020806,-27.146237
3573107370.402659,7.021352,-27.145983
3573107370.412660,7.021897,-27.145728
3573107370.422659,7.022441,-27.145474
3573107370.432660,7.022985,-27.145219
3573107370.442661,7.023529,-27.144964
3573107370.452656,7.024073,-27.144709
3573107370.462660,7.024616,-27.144454
3573107370.472661,7.025159,-27.144199
3573107370.482661,7.025701,-27.143943
3573107370.492661,7.026243,-27.143688
3573107370.502662,7.026785,-27.143432
3573107370.512662,7.027327,-27.143177
3573107370.522663,7.027868,-27.142921
3573107370.532664,7.028408,-27.142665
3573107370.542662,7.028949,-27.142409
3573107370.552658,7.029489,-27.142153
3573107370.562665,7.030028,-27.141897
3573107370.572664,7.030567,-27.141640
3573107370.582664,7.031106,-27.141384
3573107370.592665,7.031645,-27.141127
3573107370.602665,7.032183,-27.140870
3573107370.612666,7.032721,-27.140614
3573107370.622666,7.033258,-27.140357
3573107370.632667,7.033795,-27.140100
3573107370.642666,7.034332,-27.139842
3573107370.652661,7.034868,-27.139585
3573107370.662666,7.035404,-27.139328
3573107370.672667,7.035940,-27.139070
3573107370.682668,7.036475,-27.138813
3573107370.692667,7.037010,-27.138555
3573107370.702667,7.037545,-27.138297
3573107370.712669,7.038079,-27.138039
3573107370.722668,7.038613,-27.137781
3573107370.732668,7.039146,-27.137523
3573107370.742669,7.039680,-27.137265
3573107370.752664,7.040212,-27.137007
3573107370.762670,7.040745,-27.136748
3573107370.772670,7.041277,-27.136490
3573107370.782671,7.041809,-27.136231
3573107370.792670,7.042340,-27.135972
3573107370.802671,7.042871,-27.135714
3573107370.812671,7.043402,-27.135455
3573107370.822670,7.043932,-27.135196
3573107370.832670,7.044462,-27.134936
3573107370.842671,7.044992,-27.134677
3573107370.852667,7.045521,-27.134418
3573107370.862674,7.046050,-27.134158
3573107370.872673,7.046579,-27.133899
3573107370.882673,7.047107,-27.133639
3573107370.892673,7.047635,-27.133380
3573107370.902673,7.048163,-27.133120
3573107370.912673,7.048690,-27.132860
3573107370.922674,7.049217,-27.132600
3573107370.932674,7.049743,-27.132340
3573107370.942674,7.050270,-27.132079
3573107370.952670,7.050795,-27.131819
3573107370.962675,7.051321,-27.131559
3573107370.972675,7.051846,-27.131298
3573107370.982677,7.052371,-27.131037
3573107370.992676,7.052895,-27.130777
3573107371.002676,7.053420,-27.130516
3573107371.012676,7.053943,-27.130255
3573107371.022677,7.054467,-27.129994
3573107371.032678,7.054990,-27.129733
3573107371.042677,7.055513,-27.129472
3573107371.052673,7.056035,-27.129210
3573107371.062677,7.056557,-27.128949
3573107371.072678,7.057079,-27.128688
3573107371.082678,7.057600,-27.128426
3573107371.092678,7.058121,-27.128164
3573107371.102680,7.058642,-27.127903
3573107371.112679,7.059163,-27.127641
3573107371.122679,7.059683,-27.127379
3573107371.132679,7.060202,-27.127117
3573107371.142678,7.060722,-27.126855
3573107371.152676,7.061241,-27.126593
3573107371.162681,7.061760,-27.126330
3573107371.172681,7.062278,-27.126068
3573107371.182682,7.062796,-27.125806
3573107371.192681,7.063314,-27.125543
3573107371.202682,7.063831,-27.125280
3573107371.212683,7.064348,-27.125018
3573107371.222683,7.064865,-27.124755
3573107371.232683,7.065381,-27.124492
3573107371.242682,7.065897,-27.124229
3573107371.252680,7.066413,-27.123966
3573107371.262685,7.066928,-27.123703
3573107371.272684,7.067443,-27.123440
3573107371.282686,7.067958,-27.123176
3573107371.292685,7.068473,-27.122913
3573107371.302684,7.068987,-27.122650
3573107371.312685,7.069500,-27.122386
3573107371.322685,7.070014,-27.122122
3573107371.332685,7.070527,-27.121859
3573107371.342686,7.071040,-27.121595
3573107371.352681,7.071552,-27.121331
3573107371.362686,7.072064,-27.121067
3573107371.372686,7.072576,-27.120803
3573107371.382687,7.073087,-27.120539
3573107371.392687,7.073598,-27.120275
3573107371.402689,7.074109,-27.120010
3573107371.412687,7.074620,-27.119746
3573107371.422688,7.075130,-27.119481
3573107371.432688,7.075640,-27.119217
3573107371.442688,7.076149,-27.118952
3573107371.452684,7.076658,-27.118688
3573107371.462690,7.077167,-27.118423
3573107371.472690,7.077676,-27.118158
3573107371.482689,7.078184,-27.117893
3573107371.492690,7.078692,-27.117628
3573107371.502691,7.079199,-27.117363
3573107371.512690,7.079707,-27.117098
3573107371.522691,7.080214,-27.116833
3573107371.532691,7.080720,-27.116567
3573107371.542691,7.081226,-27.116302
3573107371.552687,7.081732,-27.116037
3573107371.562692,7.082238,-27.115771
3573107371.572691,7.082743,-27.115505
3573107371.582694,7.083248,-27.115240
3573107371.592693,7.083753,-27.114974
3573107371.602693,7.084257,-27.114708
3573107371.612694,7.084762,-27.114442
3573107371.622694,7.085265,-27.114176
3573107371.632694,7.085769,-27.113910
3573107371.642695,7.086272,-27.113644
3573107371.652690,7.086775,-27.113378
3573107371.662694,7.087277,-27.113112
3573107371.672695,7.087779,-27.112845
3573107371.682696,7.088281,-27.112579
3573107371.692695,7.088783,-27.112313
3573107371.702696,7.089284,-27.112046
3573107371.712698,7.089785,-27.111779
3573107371.722697,7.090286,-27.111513
3573107371.732697,7.090786,-27.111246
3573107371.742697,7.091286,-27.110979
3573107371.752693,7.091786,-27.110712
3573107371.762698,7.092285,-27.110445
3573107371.772698,7.092784,-27.110178
3573107371.782699,7.093283,-27.109911
3573107371.792698,7.093782,-27.109644
3573107371.802698,7.094280,-27.109377
3573107371.812699,7.094778,-27.109110
3573107371.822700,7.095275,-27.108842
3573107371.832700,7.095773,-27.108575
3573107371.842700,7.096270,-27.108307
3573107371.852695,7.096766,-27.108040
3573107371.862700,7.097263,-27.107772
3573107371.872701,7.097759,-27.107505
3573107371.882702,7.098254,-27.107237
3573107371.892702,7.098750,-27.106969
3573107371.902702,7.099245,-27.106701
3573107371.912702,7.099740,-27.106433
3573107371.922702,7.100235,-27.106165
3573107371.932703,7.100729,-27.105897
3573107371.942703,7.101223,-27.105629
3573107371.952698,7.101716,-27.105361
3573107371.962703,7.102210,-27.105093
3573107371.972704,7.102703,-27.104824
3573107371.982704,7.103196,-27.104556
3573107371.992704,7.103688,-27.104288
3573107372.002706,7.104180,-27.104019
3573107372.012705,7.104672,-27.103750
3573107372.022705,7.105164,-27.103482
3573107372.032705,7.105655,-27.103213
3573107372.042704,7.106146,-27.102944
3573107372.052701,7.106637,-27.102676
3573107372.062707,7.107127,-27.102407
3573107372.072706,7.107618,-27.102138
3573107372.082707,7.108107,-27.101869
3573107372.092707,7.108597,-27.101600
3573107372.102707,7.109086,-27.101331
3573107372.112708,7.109575,-27.101062
3573107372.122708,7.110064,-27.100793
3573107372.132709,7.110552,-27.100523
3573107372.142707,7.111040,-27.100254
3573107372.152704,7.111528,-27.099985
3573107372.162709,7.112016,-27.099715
3573107372.172709,7.112503,-27.099446
3573107372.182710,7.112990,-27.099176
3573107372.192710,7.113477,-27.098907
3573107372.202710,7.113963,-27.098637
3573107372.212710,7.114449,-27.098367
3573107372.222711,7.114935,-27.098097
3573107372.232710,7.115421,-27.097828
3573107372.242712,7.115906,-27.097558
3573107372.252707,7.116391,-27.097288
3573107372.262712,7.116876,-27.097018
3573107372.272713,7.117360,-27.096748
3573107372.282713,7.117844,-27.096478
3573107372.292713,7.118328,-27.096208
3573107372.302714,7.118812,-27.095937
3573107372.312714,7.119295,-27.095667
3573107372.322713,7.119778,-27.095397
3573107372.332713,7.120261,-27.095126
3573107372.342713,7.120743,-27.094856
3573107372.352709,7.121226,-27.094586
3573107372.362715,7.121708,-27.094315
3573107372.372715,7.122189,-27.094045
3573107372.382715,7.122671,-27.093774
3573107372.392717,7.123152,-27.093503
3573107372.402716,7.123633,-27.093233
3573107372.412715,7.124113,-27.092962
3573107372.422717,7.124594,-27.092691
3573107372.432716,7.125074,-27.092420
3573107372.442716,7.125553,-27.092149
3573107372.452713,7.126033,-27.091878
3573107372.462718,7.126512,-27.091607
3573107372.472717,7.126991,-27.091336
3573107372.482719,7.127470,-27.091065
3573107372.492720,7.127948,-27.090794
3573107372.502719,7.128426,-27.090523
3573107372.512719,7.128904,-27.090252
3573107372.522719,7.129382,-27.089980
3573107372.532720,7.129859,-27.089709
3573107372.542720,7.130336,-27.089438
3573107372.552715,7.130813,-27.089166
3573107372.562720,7.131290,-27.088895
3573107372.572720,7.131766,-27.088623
3573107372.582721,7.132242,-27.088351
3573107372.592721,7.132718,-27.088080
3573107372.602721,7.133193,-27.087808
3573107372.612722,7.133668,-27.087536
3573107372.622722,7.134143,-27.087265
3573107372.632722,7.134618,-27.086993
3573107372.642721,7.135093,-27.086721
3573107372.652719,7.135567,-27.086449
3573107372.662724,7.136041,-27.086177
3573107372.672723,7.136514,-27.085905
3573107372.682724,7.136988,-27.085633
3573107372.692724,7.137461,-27.085361
3573107372.702724,7.137934,-27.085089
3573107372.712726,7.138407,-27.084817
3573107372.722725,7.138879,-27.084545
3573107372.732726,7.139351,-27.084272
3573107372.742725,7.139823,-27.084000
3573107372.752721,7.140295,-27.083728
3573107372.762725,7.140766,-27.083455
3573107372.772726,7.141237,-27.083183
3573107372.782728,7.141708,-27.082910
3573107372.792727,7.142179,-27.082638
3573107372.802727,7.142649,-27.082365
3573107372.812727,7.143119,-27.082093
3573107372.822727,7.143589,-27.081820
3573107372.832728,7.144059,-27.081547
3573107372.842730,7.144528,-27.081275
3573107372.852724,7.144998,-27.081002
3573107372.862729,7.145466,-27.080729
3573107372.872729,7.145935,-27.080456
3573107372.882730,7.146404,-27.080183
3573107372.892730,7.146872,-27.079910
3573107372.902731,7.147340,-27.079637
3573107372.912730,7.147807,-27.079364
3573107372.922730,7.148275,-27.079091
3573107372.932730,7.148742,-27.078818
3573107372.942730,7.149209,-27.078545
3573107372.952727,7.149676,-27.078272
3573107372.962731,7.150142,-27.077999
3573107372.972732,7.150608,-27.077726
3573107372.982732,7.151074,-27.077452
3573107372.992732,7.151540,-27.077179
3573107373.002732,7.152006,-27.076906
3573107373.012733,7.152471,-27.076632
3573107373.022734,7.152936,-27.076359
3573107373.032734,7.153401,-27.076085
3573107373.042732,7.153865,-27.075812
3573107373.052731,7.154330,-27.075538
3573107373.062735,7.154794,-27.075265
3573107373.072734,7.155257,-27.074991
3573107373.082736,7.155721,-27.074717
3573107373.092735,7.156185,-27.074444
3573107373.102735,7.156648,-27.074170
3573107373.112736,7.157111,-27.073896
3573107373.122736,7.157573,-27.073622
3573107373.132737,7.158036,-27.073348
3573107373.142737,7.158498,-27.073074
3573107373.152733,7.158960,-27.072800
3573107373.162737,7.159422,-27.072527
3573107373.172738,7.159883,-27.072253
3573107373.182738,7.160345,-27.071978
3573107373.192739,7.160806,-27.071704
3573107373.202739,7.161267,-27.071430
3573107373.212739,7.161727,-27.071156
3573107373.222738,7.162188,-27.070882
3573107373.232738,7.162648,-27.070608
3573107373.242738,7.163108,-27.070333
3573107373.252735,7.163567,-27.070059
3573107373.262742,7.164027,-27.069785
3573107373.272740,7.164486,-27.069510
3573107373.282741,7.164945,-27.069236
3573107373.292740,7.165404,-27.068962
3573107373.302742,7.165863,-27.068687
3573107373.312741,7.166321,-27.068413
3573107373.322742,7.166779,-27.068138
3573107373.332742,7.167237,-27.067864
3573107373.342741,7.167695,-27.067589
3573107373.352738,7.168153,-27.067314
3573107373.362743,7.168610,-27.067040
3573107373.372743,7.169067,-27.066765
3573107373.382745,7.169524,-27.066490
3573107373.392744,7.169980,-27.066215
3573107373.402745,7.170437,-27.065940
3573107373.412744,7.170893,-27.065666
3573107373.422744,7.171349,-27.065391
3573107373.432745,7.171805,-27.065116
3573107373.442747,7.172260,-27.064841
3573107373.452741,7.172716,-27.064566
3573107373.462746,7.173171,-27.064291
3573107373.472746,7.173626,-27.064016
3573107373.482747,7.174081,-27.063741
3573107373.492746,7.174535,-27.063466
3573107373.502747,7.174990,-27.063190
3573107373.512748,7.175444,-27.062915
3573107373.522747,7.175897,-27.062640
3573107373.532748,7.176351,-27.062365
3573107373.542747,7.176805,-27.062090
3573107373.552744,7.177258,-27.061814
3573107373.562749,7.177711,-27.061539
3573107373.572749,7.178164,-27.061263
3573107373.582748,7.178616,-27.060988
3573107373.592750,7.179069,-27.060713
3573107373.602749,7.179521,-27.060437
3573107373.612750,7.179973,-27.060162
3573107373.622751,7.180425,-27.059886
3573107373.632751,7.180877,-27.059610
3573107373.642751,7.181328,-27.059335
3573107373.652746,7.181779,-27.059059
3573107373.662751,7.182230,-27.058784
3573107373.672752,7.182681,-27.058508
3573107373.682753,7.183132,-27.058232
3573107373.692753,7.183582,-27.057956
3573107373.702753,7.184032,-27.057681
3573107373.712754,7.184482,-27.057405
3573107373.722753,7.184932,-27.057129
3573107373.732753,7.185382,-27.056853
3573107373.742754,7.185831,-27.056577
3573107373.752750,7.186281,-27.056301
3573107373.762754,7.186730,-27.056025
3573107373.772754,7.187178,-27.055749
3573107373.782754,7.187627,-27.055473
3573107373.792755,7.188076,-27.055197
3573107373.802756,7.188524,-27.054921
3573107373.812756,7.188972,-27.054645
3573107373.822756,7.189420,-27.054369
3573107373.832756,7.189867,-27.054092
3573107373.842756,7.190315,-27.053816
3573107373.852752,7.190762,-27.053540
3573107373.862758,7.191209,-27.053264
3573107373.872757,7.191656,-27.052987
3573107373.882758,7.192103,-27.052711
3573107373.892757,7.192550,-27.052434
3573107373.902758,7.192996,-27.052158
3573107373.912758,7.193442,-27.051882
3573107373.922760,7.193888,-27.051605
3573107373.932759,7.194334,-27.051329
3573107373.942758,7.194779,-27.051052
3573107373.952755,7.195225,-27.050775
3573107373.962760,7.195670,-27.050499
3573107373.972760,7.196115,-27.050222
3573107373.982761,7.196560,-27.049946
3573107373.992761,7.197005,-27.049669
3573107374.002761,7.197449,-27.049392
3573107374.012761,7.197894,-27.049115
3573107374.022762,7.198338,-27.048839
3573107374.032762,7.198782,-27.048562
3573107374.042763,7.199225,-27.048285
3573107374.052758,7.199669,-27.048008
3573107374.062763,7.200112,-27.047731
3573107374.072763,7.200556,-27.047454
3573107374.082764,7.200999,-27.047177
3573107374.092764,7.201442,-27.046900
3573107374.102765,7.201884,-27.046623
3573107374.112764,7.202327,-27.046346
3573107374.122765,7.202769,-27.046069
3573107374.132765,7.203211,-27.045792
3573107374.142764,7.203653,-27.045515
3573107374.152761,7.204095,-27.045238
3573107374.162766,7.204537,-27.044960
3573107374.172766,7.204978,-27.044683
3573107374.182766,7.205420,-27.044406
3573107374.192767,7.205861,-27.044128
3573107374.202766,7.206302,-27.043851
3573107374.212766,7.206743,-27.043574
3573107374.222768,7.207183,-27.043296
3573107374.232767,7.207624,-27.043019
3573107374.242766,7.208064,-27.042741
3573107374.252764,7.208504,-27.042464
3573107374.262768,7.208944,-27.042186
3573107374.272768,7.209384,-27.041909
3573107374.282771,7.209823,-27.041631
3573107374.292769,7.210263,-27.041354
3573107374.302769,7.210702,-27.041076
3573107374.312769,7.211141,-27.040798
3573107374.322770,7.211580,-27.040521
3573107374.332770,7.212019,-27.040243
3573107374.342772,7.212457,-27.039965
3573107374.352767,7.212896,-27.039687
3573107374.362772,7.213334,-27.039410
3573107374.372772,7.213772,-27.039132
3573107374.382772,7.214210,-27.038854
3573107374.392772,7.214648,-27.038576
3573107374.402773,7.215086,-27.038298
3573107374.412773,7.215523,-27.038020
3573107374.422772,7.215960,-27.037742
3573107374.432773,7.216398,-27.037464
3573107374.442772,7.216835,-27.037186
3573107374.452769,7.217271,-27.036908
3573107374.462775,7.217708,-27.036630
3573107374.472775,7.218145,-27.036352
3573107374.482775,7.218581,-27.036073
3573107374.492775,7.219017,-27.035795
3573107374.502775,7.219453,-27.035517
3573107374.512774,7.219889,-27.035239
3573107374.522776,7.220325,-27.034960
3573107374.532776,7.220760,-27.034682
3573107374.542775,7.221196,-27.034404
3573107374.552773,7.221631,-27.034125
3573107374.562777,7.222066,-27.033847
3573107374.572777,7.222501,-27.033568
3573107374.582778,7.222936,-27.033290
3573107374.592778,7.223370,-27.033011
3573107374.602778,7.223805,-27.032733
3573107374.612778,7.224239,-27.032454
3573107374.622778,7.224673,-27.032175
3573107374.632779,7.225107,-27.031897
3573107374.642780,7.225541,-27.031618
3573107374.652775,7.225975,-27.031339
3573107374.662779,7.226409,-27.031061
3573107374.672779,7.226842,-27.030782
3573107374.682781,7.227275,-27.030503
3573107374.692780,7.227709,-27.030224
3573107374.702782,7.228142,-27.029945
3573107374.712782,7.228574,-27.029666
3573107374.722782,7.229007,-27.029387
3573107374.732781,7.229440,-27.029108
3573107374.742782,7.229872,-27.028829
3573107374.752778,7.230304,-27.028550
3573107374.762784,7.230736,-27.028271
3573107374.772783,7.231168,-27.027992
3573107374.782783,7.231600,-27.027713
3573107374.792783,7.232032,-27.027434
3573107374.802783,7.232463,-27.027155
3573107374.812784,7.232895,-27.026875
3573107374.822785,7.233326,-27.026596
3573107374.832784,7.233757,-27.026317
3573107374.842782,7.234188,-27.026037
3573107374.852781,7.234619,-27.025758
3573107374.862785,7.235050,-27.025479
3573107374.872786,7.235480,-27.025199
3573107374.882787,7.235911,-27.024920
3573107374.892786,7.236341,-27.024640
3573107374.902786,7.236771,-27.024361
3573107374.912787,7.237201,-27.024081
3573107374.922787,7.237631,-27.023802
3573107374.932787,7.238061,-27.023522
3573107374.942789,7.238490,-27.023242
3573107374.952783,7.238920,-27.022963
3573107374.962789,7.239349,-27.022683
3573107374.972789,7.239778,-27.022403
3573107374.982789,7.240207,-27.022123
3573107374.992789,7.240636,-27.021843
3573107375.002789,7.241065,-27.021564
3573107375.012789,7.241493,-27.021284
3573107375.022789,7.241922,-27.021004
3573107375.032790,7.242350,-27.020724
3573107375.042789,7.242778,-27.020444
3573107375.052787,7.243207,-27.020164
3573107375.062791,7.243635,-27.019884
3573107375.072792,7.244062,-27.019603
3573107375.082792,7.244490,-27.019323
3573107375.092792,7.244918,-27.019043
3573107375.102792,7.245345,-27.018763
3573107375.112793,7.245772,-27.018483
3573107375.122793,7.246200,-27.018202
3573107375.132793,7.246627,-27.017922
3573107375.142792,7.247054,-27.017642
3573107375.152789,7.247480,-27.017361
3573107375.162793,7.247907,-27.017081
3573107375.172793,7.248334,-27.016800
3573107375.182795,7.248760,-27.016520
3573107375.192794,7.249186,-27.016239
3573107375.202795,7.249612,-27.015959
3573107375.212795,7.250039,-27.015678
3573107375.222795,7.250464,-27.015397
3573107375.232796,7.250890,-27.015117
3573107375.242797,7.251316,-27.014836
3573107375.252792,7.251741,-27.014555
3573107375.262797,7.252167,-27.014274
3573107375.272797,7.252592,-27.013994
3573107375.282798,7.253017,-27.013713
3573107375.292797,7.253442,-27.013432
3573107375.302798,7.253867,-27.013151
3573107375.312798,7.254292,-27.012870
3573107375.322799,7.254717,-27.012589
3573107375.332799,7.255141,-27.012308
3573107375.342798,7.255566,-27.012027
3573107375.352795,7.255990,-27.011745
3573107375.362800,7.256414,-27.011464
3573107375.372801,7.256838,-27.011183
3573107375.382801,7.257262,-27.010902
3573107375.392799,7.257686,-27.010620
3573107375.402801,7.258110,-27.010339
3573107375.412800,7.258533,-27.010058
3573107375.422802,7.258957,-27.009776
3573107375.432801,7.259380,-27.009495
3573107375.442801,7.259804,-27.009213
3573107375.452797,7.260227,-27.008932
3573107375.462801,7.260650,-27.008650
3573107375.472802,7.261073,-27.008369
3573107375.482804,7.261495,-27.008087
3573107375.492803,7.261918,-27.007805
3573107375.502804,7.262341,-27.007524
3573107375.512804,7.262763,-27.007242
3573107375.522804,7.263185,-27.006960
3573107375.532805,7.263608,-27.006678
3573107375.542805,7.264030,-27.006396
3573107375.552801,7.264452,-27.006114
3573107375.562805,7.264874,-27.005832
