Absolute Time,u_hat,u_true,y_hat,y_m,y-error
3571895542.001342,0.001143,-0.000552,-19.745992,-20.032001,-0.286009
3571895542.011343,0.001100,-0.000559,-19.748679,-20.032001,-0.283322
3571895542.021342,0.001057,-0.000565,-19.751337,-20.032001,-0.280664
3571895542.031343,0.001015,-0.000572,-19.753969,-20.124404,-0.370436
3571895542.041344,0.000974,-0.000579,-19.756572,-20.124404,-0.367832
3571895542.051344,0.000748,-0.000586,-19.760100,-20.124404,-0.364305
3571895542.061345,0.000523,-0.000593,-19.763600,-20.124404,-0.360804
3571895542.071345,0.000300,-0.000601,-19.767066,-20.124404,-0.357339
3571895542.081345,0.000080,-0.000608,-19.770497,-20.124404,-0.353907
3571895542.091344,-0.000138,-0.000615,-19.773894,-20.124404,-0.350510
3571895542.101345,-0.000354,-0.000623,-19.777257,-20.124404,-0.347147
3571895542.111345,-0.000568,-0.000631,-19.780587,-20.124404,-0.343817
3571895542.121346,-0.000779,-0.000639,-19.783883,-20.124404,-0.340521
3571895542.131346,-0.000988,-0.000647,-19.787147,-19.981104,-0.193958
3571895542.141346,-0.001195,-0.000655,-19.790378,-19.981104,-0.190727
3571895542.151347,-0.001312,-0.000663,-19.791927,-19.981104,-0.189177
3571895542.161346,-0.001428,-0.000671,-19.793442,-19.981104,-0.187662
3571895542.171347,-0.001542,-0.000679,-19.794938,-19.981104,-0.186166
3571895542.181346,-0.001656,-0.000688,-19.796416,-19.981104,-0.184689
3571895542.191347,-0.001768,-0.000697,-19.797875,-19.981104,-0.183230
3571895542.201348,-0.001879,-0.000705,-19.799316,-19.981104,-0.181788
3571895542.211348,-0.001988,-0.000714,-19.800739,-19.981104,-0.180365
3571895542.221346,-0.002097,-0.000723,-19.802144,-19.981104,-0.178960
3571895542.231349,-0.002204,-0.000732,-19.803531,-20.048366,-0.244835
3571895542.241348,-0.002310,-0.000741,-19.804901,-20.048366,-0.243466
3571895542.251349,-0.002162,-0.000751,-19.807037,-20.048366,-0.241329
3571895542.261349,-0.002013,-0.000760,-19.809158,-20.048366,-0.239209
3571895542.271349,-0.001865,-0.000770,-19.811254,-20.048366,-0.237113
3571895542.281350,-0.001719,-0.000780,-19.813326,-20.048366,-0.235040
3571895542.291349,-0.001574,-0.000789,-19.815375,-20.048366,-0.232991
3571895542.301351,-0.001430,-0.000799,-19.817400,-20.048366,-0.230966
3571895542.311350,-0.001288,-0.000809,-19.819402,-20.048366,-0.228964
3571895542.321351,-0.001148,-0.000820,-19.821381,-20.048366,-0.226986
3571895542.331351,-0.001009,-0.000830,-19.823337,-19.999159,-0.175822
3571895542.341352,-0.000872,-0.000840,-19.825270,-19.999159,-0.173889
3571895542.351352,-0.000977,-0.000851,-19.827056,-19.999159,-0.172103
3571895542.361352,-0.001081,-0.000862,-19.828822,-19.999159,-0.170337
3571895542.371353,-0.001185,-0.000873,-19.830571,-19.999159,-0.168588
3571895542.381352,-0.001287,-0.000884,-19.832303,-19.999159,-0.166856
3571895542.391352,-0.001388,-0.000895,-19.834019,-19.999159,-0.165139
3571895542.401353,-0.001488,-0.000906,-19.835719,-19.999159,-0.163440
3571895542.411353,-0.001587,-0.000917,-19.837403,-19.999159,-0.161756
3571895542.421353,-0.001684,-0.000929,-19.839071,-19.999159,-0.160087
3571895542.431354,-0.001781,-0.000940,-19.840724,-19.574216,0.266508
3571895542.441355,-0.001877,-0.000952,-19.842361,-19.574216,0.268145
3571895542.451354,-0.001837,-0.000964,-19.839435,-19.574216,0.265219
3571895542.461356,-0.001797,-0.000976,-19.836493,-19.574216,0.262277
3571895542.471355,-0.001756,-0.000988,-19.833576,-19.574216,0.259360
3571895542.481355,-0.001717,-0.001000,-19.830685,-19.574216,0.256469
3571895542.491355,-0.001677,-0.001012,-19.827820,-19.574216,0.253604
3571895542.501356,-0.001638,-0.001025,-19.824980,-19.574216,0.250764
3571895542.511356,-0.001599,-0.001038,-19.822166,-19.574216,0.247950
3571895542.521356,-0.001561,-0.001050,-19.819377,-19.574216,0.245161
3571895542.531356,-0.001523,-0.001063,-19.816613,-19.057060,0.759553
3571895542.541356,-0.001486,-0.001076,-19.813873,-19.057060,0.756813
3571895542.551358,-0.001151,-0.001089,-19.805916,-19.057060,0.748856
3571895542.561357,-0.000816,-0.001103,-19.797983,-19.057060,0.740922
3571895542.571358,-0.000485,-0.001116,-19.790122,-19.057060,0.733062
3571895542.581357,-0.000157,-0.001130,-19.782334,-19.057060,0.725274
3571895542.591357,0.000168,-0.001143,-19.774619,-19.057060,0.717558
3571895542.601359,0.000489,-0.001157,-19.766974,-19.057060,0.709914
3571895542.611359,0.000807,-0.001171,-19.759400,-19.057060,0.702340
3571895542.621360,0.001121,-0.001185,-19.751896,-19.057060,0.694836
3571895542.631359,0.001432,-0.001200,-19.744461,-19.665781,0.078681
3571895542.641360,0.001740,-0.001214,-19.737095,-19.665781,0.071315
3571895542.651359,0.001850,-0.001228,-19.736202,-19.665781,0.070421
3571895542.661361,0.001956,-0.001243,-19.735378,-19.665781,0.069597
3571895542.671360,0.002061,-0.001258,-19.734562,-19.665781,0.068781
3571895542.681360,0.002165,-0.001273,-19.733753,-19.665781,0.067972
3571895542.691360,0.002267,-0.001288,-19.732951,-19.665781,0.067170
3571895542.701361,0.002369,-0.001303,-19.732155,-19.665781,0.066375
3571895542.711361,0.002469,-0.001318,-19.731367,-19.665781,0.065587
3571895542.721362,0.002569,-0.001334,-19.730586,-19.665781,0.064805
3571895542.731362,0.002667,-0.001349,-19.729811,-19.914826,-0.185015
3571895542.741362,0.002764,-0.001365,-19.729043,-19.914826,-0.185783
3571895542.751363,0.002494,-0.001381,-19.730476,-19.914826,-0.184350
3571895542.761363,0.002220,-0.001397,-19.731915,-19.914826,-0.182911
3571895542.771362,0.001950,-0.001413,-19.733339,-19.914826,-0.181487
3571895542.781363,0.001682,-0.001430,-19.734748,-19.914826,-0.180079
3571895542.791362,0.001417,-0.001446,-19.736141,-19.914826,-0.178685
3571895542.801364,0.001155,-0.001463,-19.737520,-19.914826,-0.177307
3571895542.811364,0.000895,-0.001479,-19.738883,-19.914826,-0.175943
3571895542.821365,0.000638,-0.001496,-19.740232,-19.914826,-0.174595
3571895542.831364,0.000384,-0.001513,-19.741565,-19.363398,0.378168
3571895542.841365,0.000133,-0.001530,-19.742885,-19.363398,0.379487
3571895542.851365,0.000176,-0.001547,-19.738674,-19.363398,0.375276
3571895542.861365,0.000222,-0.001565,-19.734448,-19.363398,0.371050
3571895542.871366,0.000268,-0.001582,-19.730261,-19.363398,0.366863
3571895542.881365,0.000313,-0.001600,-19.726111,-19.363398,0.362713
3571895542.891366,0.000358,-0.001618,-19.722000,-19.363398,0.358602
3571895542.901366,0.000403,-0.001636,-19.717925,-19.363398,0.354528
3571895542.911366,0.000446,-0.001654,-19.713888,-19.363398,0.350490
3571895542.921367,0.000490,-0.001672,-19.709888,-19.363398,0.346490
3571895542.931367,0.000533,-0.001691,-19.705923,-19.523037,0.182886
3571895542.941368,0.000575,-0.001709,-19.701995,-19.523037,0.178958
3571895542.951367,0.000796,-0.001728,-19.699968,-19.523037,0.176931
3571895542.961369,0.001016,-0.001747,-19.697978,-19.523037,0.174941
3571895542.971368,0.001234,-0.001766,-19.696007,-19.523037,0.172969
3571895542.981369,0.001449,-0.001785,-19.694052,-19.523037,0.171015
3571895542.991369,0.001662,-0.001804,-19.692116,-19.523037,0.169078
3571895543.001369,0.001872,-0.001823,-19.690196,-19.523037,0.167158
3571895543.011369,0.002081,-0.001843,-19.688293,-19.523037,0.165256
3571895543.021369,0.002287,-0.001863,-19.686408,-19.523037,0.163370
3571895543.031370,0.002491,-0.001882,-19.684539,-19.474646,0.209892
3571895543.041370,0.002693,-0.001902,-19.682686,-19.474646,0.208040
3571895543.051371,0.002818,-0.001922,-19.680566,-19.474646,0.205920
3571895543.061371,0.002941,-0.001943,-19.678462,-19.474646,0.203816
3571895543.071370,0.003064,-0.001963,-19.676378,-19.474646,0.201732
3571895543.081371,0.003185,-0.001984,-19.674314,-19.474646,0.199667
3571895543.091371,0.003305,-0.002004,-19.672269,-19.474646,0.197623
3571895543.101371,0.003423,-0.002025,-19.670244,-19.474646,0.195598
3571895543.111372,0.003540,-0.002046,-19.668238,-19.474646,0.193592
3571895543.121373,0.003656,-0.002067,-19.666251,-19.474646,0.191605
3571895543.131372,0.003771,-0.002088,-19.664284,-19.935535,-0.271251
3571895543.141373,0.003884,-0.002109,-19.662334,-19.935535,-0.273200
3571895543.151373,0.003652,-0.002129,-19.664660,-19.935535,-0.270875
3571895543.161373,0.003420,-0.002150,-19.667004,-19.935535,-0.268531
3571895543.171373,0.003191,-0.002170,-19.669327,-19.935535,-0.266208
3571895543.181374,0.002963,-0.002190,-19.671628,-19.935535,-0.263907
3571895543.191374,0.002738,-0.002211,-19.673908,-19.935535,-0.261626
3571895543.201374,0.002516,-0.002231,-19.676168,-19.935535,-0.259367
3571895543.211374,0.002295,-0.002251,-19.678405,-19.935535,-0.257130
3571895543.221373,0.002077,-0.002271,-19.680619,-19.935535,-0.254915
3571895543.231376,0.001862,-0.002291,-19.682812,-19.931213,-0.248401
3571895543.241375,0.001648,-0.002312,-19.684983,-19.931213,-0.246230
3571895543.251375,0.001484,-0.002332,-19.687266,-19.931213,-0.243947
3571895543.261375,0.001322,-0.002353,-19.689529,-19.931213,-0.241684
3571895543.271377,0.001162,-0.002374,-19.691769,-19.931213,-0.239443
3571895543.281377,0.001004,-0.002395,-19.693988,-19.931213,-0.237224
3571895543.291376,0.000847,-0.002417,-19.696186,-19.931213,-0.235027
3571895543.301377,0.000692,-0.002438,-19.698362,-19.931213,-0.232851
3571895543.311377,0.000538,-0.002459,-19.700517,-19.931213,-0.230696
3571895543.321377,0.000386,-0.002481,-19.702650,-19.931213,-0.228562
3571895543.331377,0.000236,-0.002503,-19.704764,-19.574921,0.129842
3571895543.341378,0.000087,-0.002525,-19.706856,-19.574921,0.131935
3571895543.351378,0.000117,-0.002547,-19.705161,-19.574921,0.130240
3571895543.361378,0.000148,-0.002569,-19.703446,-19.574921,0.128524
3571895543.371379,0.000179,-0.002592,-19.701745,-19.574921,0.126824
3571895543.381380,0.000210,-0.002614,-19.700060,-19.574921,0.125138
3571895543.391379,0.000240,-0.002637,-19.698389,-19.574921,0.123467
3571895543.401379,0.000271,-0.002660,-19.696733,-19.574921,0.121812
3571895543.411380,0.000300,-0.002683,-19.695092,-19.574921,0.120171
3571895543.421380,0.000330,-0.002706,-19.693466,-19.574921,0.118544
3571895543.431380,0.000359,-0.002729,-19.691853,-19.881171,-0.189318
3571895543.441381,0.000388,-0.002752,-19.690256,-19.881171,-0.190916
3571895543.451381,0.000087,-0.002776,-19.691615,-19.881171,-0.189556
3571895543.461382,-0.000214,-0.002799,-19.692987,-19.881171,-0.188184
3571895543.471382,-0.000511,-0.002823,-19.694346,-19.881171,-0.186825
3571895543.481382,-0.000806,-0.002847,-19.695690,-19.881171,-0.185481
3571895543.491382,-0.001097,-0.002871,-19.697021,-19.881171,-0.184150
3571895543.501383,-0.001386,-0.002896,-19.698338,-19.881171,-0.182834
3571895543.511382,-0.001671,-0.002920,-19.699640,-19.881171,-0.181531
3571895543.521383,-0.001954,-0.002944,-19.700930,-19.881171,-0.180241
3571895543.531383,-0.002233,-0.002969,-19.702205,-19.690142,0.012064
3571895543.541384,-0.002510,-0.002994,-19.703468,-19.690142,0.013326
3571895543.551383,-0.002415,-0.003019,-19.702745,-19.690142,0.012603
3571895543.561383,-0.002317,-0.003044,-19.702008,-19.690142,0.011866
3571895543.571384,-0.002220,-0.003069,-19.701276,-19.690142,0.011134
3571895543.581384,-0.002124,-0.003095,-19.700548,-19.690142,0.010407
3571895543.591384,-0.002030,-0.003120,-19.699826,-19.690142,0.009684
3571895543.601385,-0.001936,-0.003146,-19.699108,-19.690142,0.008966
3571895543.611385,-0.001843,-0.003172,-19.698395,-19.690142,0.008253
3571895543.621385,-0.001751,-0.003197,-19.697686,-19.690142,0.007544
3571895543.631386,-0.001660,-0.003224,-19.696982,-20.268763,-0.571781
3571895543.641386,-0.001570,-0.003250,-19.696282,-20.268763,-0.572481
3571895543.651386,-0.001727,-0.003276,-19.701475,-20.268763,-0.567288
3571895543.661386,-0.001885,-0.003303,-19.706673,-20.268763,-0.562090
3571895543.671387,-0.002042,-0.003329,-19.711820,-20.268763,-0.556943
3571895543.681387,-0.002197,-0.003356,-19.716916,-20.268763,-0.551847
3571895543.691388,-0.002350,-0.003383,-19.721960,-20.268763,-0.546802
3571895543.701387,-0.002502,-0.003410,-19.726955,-20.268763,-0.541808
3571895543.711388,-0.002652,-0.003437,-19.731900,-20.268763,-0.536863
3571895543.721389,-0.002801,-0.003465,-19.736795,-20.268763,-0.531968
3571895543.731388,-0.002947,-0.003492,-19.741642,-19.765738,-0.024096
3571895543.741388,-0.003093,-0.003520,-19.746440,-19.765738,-0.019298
3571895543.751389,-0.002957,-0.003547,-19.746253,-19.765738,-0.019485
3571895543.761390,-0.002818,-0.003575,-19.746018,-19.765738,-0.019720
3571895543.771390,-0.002682,-0.003603,-19.745783,-19.765738,-0.019955
3571895543.781389,-0.002546,-0.003631,-19.745549,-19.765738,-0.020189
3571895543.791389,-0.002413,-0.003660,-19.745315,-19.765738,-0.020423
3571895543.801390,-0.002280,-0.003688,-19.745082,-19.765738,-0.020656
3571895543.811390,-0.002149,-0.003717,-19.744849,-19.765738,-0.020889
3571895543.821392,-0.002019,-0.003745,-19.744616,-19.765738,-0.021122
3571895543.831391,-0.001891,-0.003774,-19.744384,-19.304408,0.439975
3571895543.841391,-0.001763,-0.003803,-19.744152,-19.304408,0.439744
3571895543.851391,-0.001724,-0.003832,-19.739113,-19.304408,0.434704
3571895543.861391,-0.001687,-0.003862,-19.734074,-19.304408,0.429665
3571895543.871392,-0.001650,-0.003891,-19.729081,-19.304408,0.424672
3571895543.881392,-0.001614,-0.003921,-19.724134,-19.304408,0.419725
3571895543.891392,-0.001578,-0.003950,-19.719233,-19.304408,0.414824
3571895543.901393,-0.001542,-0.003980,-19.714377,-19.304408,0.409968
3571895543.911393,-0.001507,-0.004010,-19.709565,-19.304408,0.405157
3571895543.921393,-0.001472,-0.004040,-19.704798,-19.304408,0.400390
3571895543.931394,-0.001437,-0.004070,-19.700075,-19.374391,0.325684
3571895543.941395,-0.001403,-0.004100,-19.695396,-19.374391,0.321005
3571895543.951394,-0.001096,-0.004131,-19.691544,-19.374391,0.317153
3571895543.961394,-0.000791,-0.004162,-19.687736,-19.374391,0.313345
3571895543.971395,-0.000488,-0.004192,-19.683963,-19.374391,0.309572
3571895543.981395,-0.000189,-0.004223,-19.680223,-19.374391,0.305832
3571895543.991394,0.000107,-0.004254,-19.676516,-19.374391,0.302125
3571895544.001395,0.000400,-0.004285,-19.672843,-19.374391,0.298452
3571895544.011396,0.000690,-0.004316,-19.669203,-19.374391,0.294812
3571895544.021397,0.000977,-0.004348,-19.665595,-19.374391,0.291204
3571895544.031395,0.001261,-0.004379,-19.662019,-19.676842,-0.014823
3571895544.041396,0.001542,-0.004411,-19.658476,-19.676842,-0.018366
3571895544.051396,0.001210,-0.004443,-19.657885,-19.676842,-0.018957
3571895544.061398,0.000876,-0.004475,-19.657326,-19.676842,-0.019516
3571895544.071398,0.000545,-0.004507,-19.656771,-19.676842,-0.020071
3571895544.081398,0.000217,-0.004539,-19.656219,-19.676842,-0.020623
3571895544.091397,-0.000107,-0.004571,-19.655672,-19.676842,-0.021170
3571895544.101398,-0.000428,-0.004603,-19.655128,-19.676842,-0.021714
3571895544.111398,-0.000745,-0.004636,-19.654588,-19.676842,-0.022254
3571895544.121399,-0.001059,-0.004669,-19.654052,-19.676842,-0.022790
3571895544.131399,-0.001370,-0.004701,-19.653519,-19.306508,0.347011
3571895544.141399,-0.001677,-0.004734,-19.652990,-19.306508,0.346482
3571895544.151399,-0.001562,-0.004767,-19.648752,-19.306508,0.342243
3571895544.161400,-0.001444,-0.004800,-19.644516,-19.306508,0.338008
3571895544.171400,-0.001327,-0.004834,-19.640319,-19.306508,0.333811
3571895544.181399,-0.001212,-0.004867,-19.636160,-19.306508,0.329652
3571895544.191400,-0.001097,-0.004901,-19.632039,-19.306508,0.325530
3571895544.201401,-0.000984,-0.004934,-19.627954,-19.306508,0.321446
3571895544.211399,-0.000872,-0.004968,-19.623907,-19.306508,0.317399
3571895544.221400,-0.000761,-0.005002,-19.619896,-19.306508,0.313388
3571895544.231402,-0.000651,-0.005036,-19.615922,-19.697693,-0.081771
3571895544.241402,-0.000542,-0.005070,-19.611983,-19.697693,-0.085710
3571895544.251402,-0.000533,-0.005104,-19.612425,-19.697693,-0.085268
3571895544.261402,-0.000526,-0.005139,-19.612904,-19.697693,-0.084789
3571895544.271402,-0.000519,-0.005173,-19.613378,-19.697693,-0.084315
3571895544.281403,-0.000513,-0.005208,-19.613846,-19.697693,-0.083847
3571895544.291402,-0.000506,-0.005243,-19.614308,-19.697693,-0.083385
3571895544.301404,-0.000499,-0.005278,-19.614765,-19.697693,-0.082928
3571895544.311404,-0.000493,-0.005312,-19.615217,-19.697693,-0.082476
3571895544.321404,-0.000486,-0.005348,-19.615663,-19.697693,-0.082030
3571895544.331404,-0.000480,-0.005383,-19.616104,-19.241345,0.374758
3571895544.341405,-0.000473,-0.005418,-19.616539,-19.241345,0.375194
3571895544.351405,-0.000410,-0.005454,-19.611773,-19.241345,0.370427
3571895544.361404,-0.000348,-0.005489,-19.607000,-19.241345,0.365655
3571895544.371406,-0.000287,-0.005525,-19.602270,-19.241345,0.360924
3571895544.381405,-0.000226,-0.005561,-19.597583,-19.241345,0.356237
3571895544.391405,-0.000166,-0.005596,-19.592938,-19.241345,0.351593
3571895544.401406,-0.000106,-0.005632,-19.588335,-19.241345,0.346990
3571895544.411406,-0.000047,-0.005669,-19.583774,-19.241345,0.342429
3571895544.421407,0.000011,-0.005705,-19.579254,-19.241345,0.337909
3571895544.431407,0.000069,-0.005741,-19.574775,-19.477631,0.097144
3571895544.441408,0.000126,-0.005778,-19.570336,-19.477631,0.092705
3571895544.451407,0.000042,-0.005814,-19.568124,-19.477631,0.090493
3571895544.461408,-0.000041,-0.005851,-19.565952,-19.477631,0.088320
3571895544.471408,-0.000123,-0.005888,-19.563796,-19.477631,0.086165
3571895544.481409,-0.000205,-0.005925,-19.561658,-19.477631,0.084027
3571895544.491408,-0.000285,-0.005962,-19.559537,-19.477631,0.081905
3571895544.501409,-0.000365,-0.005999,-19.557432,-19.477631,0.079801
3571895544.511409,-0.000444,-0.006036,-19.555344,-19.477631,0.077713
3571895544.521410,-0.000522,-0.006073,-19.553272,-19.477631,0.075641
3571895544.531410,-0.000599,-0.006111,-19.551216,-19.006053,0.545163
3571895544.541410,-0.000675,-0.006148,-19.549176,-19.006053,0.543123
3571895544.551410,-0.000307,-0.006186,-19.543349,-19.006053,0.537295
3571895544.561410,0.000060,-0.006224,-19.537541,-19.006053,0.531488
3571895544.571410,0.000423,-0.006262,-19.531787,-19.006053,0.525733
3571895544.581410,0.000782,-0.006299,-19.526086,-19.006053,0.520033
3571895544.591410,0.001138,-0.006338,-19.520439,-19.006053,0.514385
3571895544.601411,0.001490,-0.006376,-19.514844,-19.006053,0.508791
3571895544.611412,0.001838,-0.006414,-19.509301,-19.006053,0.503248
3571895544.621412,0.002183,-0.006452,-19.503810,-19.006053,0.497757
3571895544.631412,0.002523,-0.006491,-19.498370,-18.875598,0.622772
3571895544.641412,0.002861,-0.006529,-19.492981,-18.875598,0.617383
3571895544.651412,0.003032,-0.006568,-19.486129,-18.875598,0.610531
3571895544.661415,0.003200,-0.006607,-19.479326,-18.875598,0.603728
3571895544.671413,0.003366,-0.006646,-19.472587,-18.875598,0.596989
3571895544.681414,0.003531,-0.006685,-19.465912,-18.875598,0.590313
3571895544.691413,0.003694,-0.006724,-19.459299,-18.875598,0.583701
3571895544.701414,0.003854,-0.006763,-19.452748,-18.875598,0.577150
3571895544.711415,0.004014,-0.006802,-19.446260,-18.875598,0.570662
3571895544.721415,0.004171,-0.006841,-19.439832,-18.875598,0.564234
3571895544.731415,0.004327,-0.006881,-19.433465,-19.431601,0.001864
3571895544.741415,0.004481,-0.006920,-19.427158,-19.431601,-0.004443
3571895544.751415,0.004528,-0.006960,-19.426076,-19.431601,-0.005525
3571895544.761415,0.004576,-0.007000,-19.425050,-19.431601,-0.006550
3571895544.771417,0.004623,-0.007040,-19.424034,-19.431601,-0.007567
3571895544.781416,0.004670,-0.007080,-19.423024,-19.431601,-0.008577
3571895544.791415,0.004716,-0.007120,-19.422022,-19.431601,-0.009579
3571895544.801417,0.004761,-0.007160,-19.421028,-19.431601,-0.010573
3571895544.811417,0.004806,-0.007200,-19.420041,-19.431601,-0.011560
3571895544.821416,0.004850,-0.007240,-19.419061,-19.431601,-0.012540
3571895544.831418,0.004894,-0.007280,-19.418088,-19.829326,-0.411237
3571895544.841417,0.004938,-0.007321,-19.417123,-19.829326,-0.412203
3571895544.851418,0.004623,-0.007361,-19.420486,-19.829326,-0.408839
3571895544.861418,0.004308,-0.007402,-19.423857,-19.829326,-0.405468
3571895544.871418,0.003996,-0.007443,-19.427196,-19.829326,-0.402130
3571895544.881418,0.003688,-0.007483,-19.430502,-19.829326,-0.398824
3571895544.891418,0.003382,-0.007524,-19.433775,-19.829326,-0.395551
3571895544.901419,0.003080,-0.007565,-19.437016,-19.829326,-0.392310
3571895544.911419,0.002781,-0.007606,-19.440225,-19.829326,-0.389101
3571895544.921420,0.002485,-0.007647,-19.443403,-19.829326,-0.385923
3571895544.931420,0.002192,-0.007689,-19.446549,-19.676088,-0.229539
3571895544.941421,0.001902,-0.007730,-19.449665,-19.676088,-0.226423
3571895544.951420,0.001837,-0.007771,-19.452280,-19.676088,-0.223808
3571895544.961421,0.001774,-0.007813,-19.454868,-19.676088,-0.221220
3571895544.971422,0.001711,-0.007854,-19.457431,-19.676088,-0.218657
3571895544.981421,0.001649,-0.007896,-19.459970,-19.676088,-0.216118
3571895544.991421,0.001587,-0.007937,-19.462485,-19.676088,-0.213603
3571895545.001422,0.001526,-0.007979,-19.464977,-19.676088,-0.211112
3571895545.011422,0.001466,-0.008021,-19.467444,-19.676088,-0.208644
3571895545.021422,0.001406,-0.008063,-19.469889,-19.676088,-0.206199
3571895545.031422,0.001347,-0.008105,-19.472310,-19.951364,-0.479054
3571895545.041423,0.001288,-0.008147,-19.474708,-19.951364,-0.476656
3571895545.051423,0.001202,-0.008189,-19.478163,-19.951364,-0.473201
3571895545.061423,0.001120,-0.008231,-19.481590,-19.951364,-0.469773
3571895545.071424,0.001039,-0.008273,-19.484983,-19.951364,-0.466380
3571895545.081424,0.000958,-0.008316,-19.488342,-19.951364,-0.463022
3571895545.091424,0.000879,-0.008358,-19.491666,-19.951364,-0.459697
3571895545.101425,0.000800,-0.008401,-19.494957,-19.951364,-0.456407
3571895545.111425,0.000722,-0.008443,-19.498214,-19.951364,-0.453150
3571895545.121427,0.000645,-0.008486,-19.501438,-19.951364,-0.449926
3571895545.131426,0.000569,-0.008528,-19.504629,-19.665562,-0.160934
3571895545.141426,0.000493,-0.008571,-19.507787,-19.665562,-0.157776
3571895545.151426,0.000417,-0.008614,-19.508624,-19.665562,-0.156938
3571895545.161426,0.000342,-0.008657,-19.509430,-19.665562,-0.156132
3571895545.171427,0.000267,-0.008700,-19.510227,-19.665562,-0.155335
3571895545.181427,0.000194,-0.008743,-19.511016,-19.665562,-0.154547
3571895545.191427,0.000121,-0.008786,-19.511796,-19.665562,-0.153766
3571895545.201427,0.000050,-0.008829,-19.512568,-19.665562,-0.152994
3571895545.211427,-0.000021,-0.008872,-19.513332,-19.665562,-0.152231
3571895545.221426,-0.000092,-0.008915,-19.514087,-19.665562,-0.151475
3571895545.231428,-0.000161,-0.008959,-19.514835,-19.529407,-0.014572
3571895545.241427,-0.000230,-0.009002,-19.515575,-19.529407,-0.013832
3571895545.251429,-0.000209,-0.009045,-19.515503,-19.529407,-0.013904
3571895545.261429,-0.000187,-0.009089,-19.515424,-19.529407,-0.013983
3571895545.271430,-0.000165,-0.009132,-19.515346,-19.529407,-0.014061
3571895545.281430,-0.000144,-0.009176,-19.515268,-19.529407,-0.014139
3571895545.291429,-0.000123,-0.009220,-19.515191,-19.529407,-0.014216
3571895545.301430,-0.000102,-0.009263,-19.515114,-19.529407,-0.014293
3571895545.311429,-0.000081,-0.009307,-19.515038,-19.529407,-0.014369
3571895545.321431,-0.000060,-0.009351,-19.514962,-19.529407,-0.014445
3571895545.331431,-0.000040,-0.009395,-19.514887,-19.791613,-0.276726
3571895545.341432,-0.000020,-0.009438,-19.514812,-19.791613,-0.276801
3571895545.351430,-0.000018,-0.009482,-19.516376,-19.791613,-0.275236
3571895545.361431,-0.000018,-0.009526,-19.517941,-19.791613,-0.273671
3571895545.371433,-0.000017,-0.009570,-19.519490,-19.791613,-0.272122
3571895545.381433,-0.000017,-0.009615,-19.521023,-19.791613,-0.270590
3571895545.391431,-0.000017,-0.009659,-19.522539,-19.791613,-0.269073
3571895545.401432,-0.000016,-0.009703,-19.524040,-19.791613,-0.267573
3571895545.411433,-0.000016,-0.009747,-19.525524,-19.791613,-0.266088
3571895545.421432,-0.000015,-0.009791,-19.526993,-19.791613,-0.264619
3571895545.431433,-0.000015,-0.009836,-19.528447,-19.304969,0.223478
3571895545.441434,-0.000014,-0.009880,-19.529885,-19.304969,0.224916
3571895545.451434,0.000070,-0.009925,-19.528136,-19.304969,0.223167
3571895545.461434,0.000156,-0.009969,-19.526373,-19.304969,0.221404
3571895545.471432,0.000242,-0.010014,-19.524626,-19.304969,0.219658
3571895545.481435,0.000326,-0.010058,-19.522897,-19.304969,0.217928
3571895545.491434,0.000409,-0.010103,-19.521184,-19.304969,0.216216
3571895545.501434,0.000492,-0.010147,-19.519488,-19.304969,0.214520
3571895545.511436,0.000573,-0.010192,-19.517809,-19.304969,0.212840
3571895545.521435,0.000654,-0.010237,-19.516145,-19.304969,0.211177
3571895545.531435,0.000734,-0.010281,-19.514498,-19.372651,0.141847
3571895545.541436,0.000813,-0.010326,-19.512866,-19.372651,0.140215
3571895545.551436,0.000914,-0.010371,-19.510936,-19.372651,0.138285
3571895545.561437,0.001014,-0.010416,-19.509022,-19.372651,0.136371
3571895545.571438,0.001114,-0.010461,-19.507126,-19.372651,0.134475
3571895545.581438,0.001212,-0.010505,-19.505248,-19.372651,0.132597
3571895545.591437,0.001309,-0.010550,-19.503387,-19.372651,0.130736
3571895545.601439,0.001405,-0.010595,-19.501544,-19.372651,0.128893
3571895545.611438,0.001500,-0.010640,-19.499719,-19.372651,0.127068
3571895545.621439,0.001594,-0.010685,-19.497910,-19.372651,0.125259
3571895545.631439,0.001687,-0.010730,-19.496119,-19.477680,0.018439
3571895545.641438,0.001779,-0.010776,-19.494345,-19.477680,0.016665
3571895545.651439,0.001841,-0.010821,-19.493231,-19.477680,0.015551
3571895545.661440,0.001902,-0.010866,-19.492133,-19.477680,0.014453
3571895545.671441,0.001962,-0.010911,-19.491045,-19.477680,0.013365
3571895545.681440,0.002022,-0.010956,-19.489967,-19.477680,0.012288
3571895545.691440,0.002081,-0.011001,-19.488900,-19.477680,0.011220
3571895545.701440,0.002139,-0.011047,-19.487842,-19.477680,0.010162
3571895545.711440,0.002197,-0.011092,-19.486794,-19.477680,0.009114
3571895545.721441,0.002254,-0.011137,-19.485755,-19.477680,0.008075
3571895545.731441,0.002310,-0.011182,-19.484726,-19.173438,0.311287
3571895545.741442,0.002366,-0.011228,-19.483706,-19.173438,0.310268
3571895545.751441,0.002590,-0.011273,-19.479793,-19.173438,0.306354
3571895545.761442,0.002814,-0.011318,-19.475888,-19.173438,0.302450
3571895545.771441,0.003035,-0.011364,-19.472020,-19.173438,0.298582
