Absolute Time,u_hat,u_true,psi_error,psi_hat,psi_m
3571894375.321432,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.331432,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.341432,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.351433,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.361433,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.371433,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.381428,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.391433,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.401433,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.411435,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.421432,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.431435,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.441435,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.451435,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.461434,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.471436,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.481431,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.491437,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.501436,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.511436,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.521436,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.531437,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.541438,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.551438,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.561437,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.571438,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.581434,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.591440,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.601438,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.611439,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.621439,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.631441,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.641439,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.651441,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.661440,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.671442,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.681435,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.691442,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.701441,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.711443,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.721442,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.731442,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.741442,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.751443,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.761443,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.771445,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.781438,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.791444,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.801444,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.811445,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.821445,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.831446,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.841445,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.851446,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.861445,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.871447,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.881442,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.891447,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.901447,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.911447,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.921448,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.931448,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.941449,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.951449,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.961448,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.971449,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.981444,0.000000,0.000000,0.000000,0.000000,0.000000
3571894375.991449,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.001450,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.011450,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.021450,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.031452,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.041451,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.051450,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.061450,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.071453,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.081447,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.091452,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.101453,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.111452,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.121453,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.131454,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.141453,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.151454,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.161453,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.171454,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.181449,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.191455,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.201456,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.211456,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.221453,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.231456,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.241456,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.251457,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.261456,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.271457,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.281452,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.291458,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.301457,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.311459,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.321458,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.331460,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.341459,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.351459,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.361459,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.371460,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.381454,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.391461,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.401461,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.411461,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.421461,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.431461,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.441461,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.451462,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.461462,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.471462,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.481457,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.491463,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.501463,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.511463,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.521463,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.531464,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.541464,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.551464,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.561465,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.571465,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.581460,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.591465,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.601466,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.611467,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.621466,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.631466,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.641467,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.651467,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.661466,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.671468,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.681462,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.691468,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.701469,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.711468,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.721469,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.731470,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.741468,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.751470,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.761469,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.771470,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.781466,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.791471,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.801471,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.811472,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.821472,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.831472,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.841473,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.851473,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.861472,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.871473,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.881468,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.891473,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.901475,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.911474,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.921474,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.931475,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.941475,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.951476,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.961474,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.971477,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.981471,0.000000,0.000000,0.000000,0.000000,0.000000
3571894376.991476,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.001477,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.011477,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.021477,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.031479,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.041477,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.051477,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.061477,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.071477,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.081473,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.091480,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.101479,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.111479,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.121480,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.131480,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.141480,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.151481,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.161480,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.171482,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.181476,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.191482,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.201483,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.211483,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.221481,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.231483,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.241482,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.251483,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.261482,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.271485,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.281479,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.291484,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.301484,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.311484,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.321485,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.331485,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.341485,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.351486,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.361485,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.371486,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.381482,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.391487,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.401487,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.411488,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.421487,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.431488,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.441488,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.451489,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.461488,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.471489,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.481483,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.491490,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.501490,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.511490,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.521489,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.531491,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.541491,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.551492,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.561490,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.571493,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.581487,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.591493,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.601492,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.611493,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.621493,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.631493,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.641493,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.651494,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.661492,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.671494,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.681489,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.691495,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.701495,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.711495,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.721496,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.731495,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.741496,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.751496,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.761496,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.771498,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.781492,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.791498,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.801498,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.811498,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.821498,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.831499,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.841499,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.851500,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.861498,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.871501,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.881495,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.891500,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.901501,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.911501,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.921501,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.931502,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.941502,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.951502,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.961501,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.971503,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.981497,0.000000,0.000000,0.000000,0.000000,0.000000
3571894377.991504,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.001503,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.011503,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.021504,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.031505,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.041504,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.051506,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.061504,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.071504,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.081501,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.091506,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.101506,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.111506,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.121506,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.131506,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.141506,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.151506,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.161507,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.171508,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.181503,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.191508,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.201509,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.211509,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.221507,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.231509,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.241510,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.251510,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.261509,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.271511,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.281505,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.291511,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.301511,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.311512,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.321511,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.331512,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.341512,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.351513,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.361513,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.371513,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.381508,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.391513,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.401515,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.411515,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.421515,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.431515,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.441514,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.451515,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.461514,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.471515,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.481511,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.491516,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.501517,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.511517,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.521517,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.531517,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.541517,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.551518,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.561517,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.571517,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.581514,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.591519,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.601519,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.611519,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.621520,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.631521,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.641520,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.651521,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.661520,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.671522,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.681516,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.691522,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.701522,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.711524,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.721522,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.731523,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.741522,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.751523,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.761523,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.771525,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.781518,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.791524,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.801525,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.811525,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.821525,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.831525,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.841525,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.851526,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.861525,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.871526,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.881521,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.891527,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.901527,0.000000,0.000000,0.000000,0.000000,0.000000
3571894378.911528,0.000000,0.000000,0.000000,0.000000,0.000000
