Absolute Time,u_hat,u_true,x_hat,x_m,x-error
3571895405.257717,-0.005746,-0.001299,-13.792496,-14.169162,-0.376666
3571895405.267718,-0.005767,-0.001299,-13.796335,-14.169162,-0.372827
3571895405.277718,-0.005788,-0.001298,-13.800137,-14.169162,-0.369024
3571895405.287717,-0.005808,-0.001298,-13.803903,-14.169162,-0.365258
3571895405.297718,-0.005828,-0.001297,-13.807633,-14.169162,-0.361528
3571895405.307718,-0.005848,-0.001297,-13.811328,-14.169162,-0.357834
3571895405.317719,-0.005868,-0.001296,-13.814987,-14.169162,-0.354175
3571895405.327719,-0.005887,-0.001296,-13.818611,-14.128511,-0.309900
3571895405.337719,-0.005906,-0.001295,-13.822200,-14.128511,-0.306311
3571895405.347720,-0.005777,-0.001295,-13.825370,-14.128511,-0.303141
3571895405.357719,-0.005647,-0.001294,-13.828507,-14.128511,-0.300005
3571895405.367721,-0.005518,-0.001294,-13.831613,-14.128511,-0.296898
3571895405.377720,-0.005390,-0.001293,-13.834689,-14.128511,-0.293822
3571895405.387720,-0.005263,-0.001293,-13.837737,-14.128511,-0.290775
3571895405.397716,-0.005138,-0.001292,-13.840755,-14.128511,-0.287756
3571895405.407721,-0.005014,-0.001292,-13.843744,-14.128511,-0.284767
3571895405.417721,-0.004892,-0.001291,-13.846705,-14.128511,-0.281806
3571895405.427721,-0.004770,-0.001291,-13.849639,-13.524288,0.325350
3571895405.437722,-0.004650,-0.001290,-13.852544,-13.524288,0.328256
3571895405.447723,-0.004536,-0.001290,-13.849379,-13.524288,0.325091
3571895405.457722,-0.003828,-0.001289,-13.846186,-13.524288,0.321898
3571895405.467722,-0.003120,-0.001289,-13.843024,-13.524288,0.318736
3571895405.477723,-0.002414,-0.000693,-13.839889,-13.524288,0.315601
3571895405.487723,-0.001709,-0.000097,-13.836782,-13.524288,0.312494
3571895405.497723,-0.001006,0.000499,-13.833702,-13.524288,0.309414
3571895405.507724,-0.000304,0.001094,-13.830648,-13.524288,0.306360
3571895405.517725,0.000397,0.001689,-13.827621,-13.524288,0.303333
3571895405.527724,0.001097,0.002284,-13.824620,-13.412938,0.411683
3571895405.537725,0.001795,0.002878,-13.821646,-13.412938,0.408708
3571895405.547724,0.002340,0.003473,-13.817611,-13.412938,0.404673
3571895405.557725,0.002885,0.004067,-13.813607,-13.412938,0.400670
3571895405.567726,0.003431,0.004661,-13.809645,-13.412938,0.396707
3571895405.577726,0.003976,0.005254,-13.805723,-13.412938,0.392785
3571895405.587725,0.004523,0.005848,-13.801841,-13.412938,0.388904
3571895405.597726,0.005069,0.006441,-13.798000,-13.412938,0.385062
3571895405.607726,0.005616,0.007034,-13.794197,-13.412938,0.381259
3571895405.617726,0.006162,0.007627,-13.790433,-13.412938,0.377496
3571895405.627728,0.006710,0.008219,-13.786708,-13.446807,0.339901
3571895405.637728,0.007257,0.008811,-13.783021,-13.446807,0.336214
3571895405.647727,0.008146,0.009404,-13.779678,-13.446807,0.332871
3571895405.657728,0.009034,0.009995,-13.776369,-13.446807,0.329562
3571895405.667727,0.009919,0.010587,-13.773092,-13.446807,0.326285
3571895405.677728,0.010801,0.011178,-13.769845,-13.446807,0.323038
3571895405.687728,0.011679,0.011769,-13.766629,-13.446807,0.319822
3571895405.697724,0.012555,0.012360,-13.763443,-13.446807,0.316636
3571895405.707728,0.013426,0.012951,-13.760288,-13.446807,0.313480
3571895405.717730,0.014295,0.013541,-13.757161,-13.446807,0.310354
3571895405.727730,0.015160,0.014132,-13.754065,-13.873311,-0.119246
3571895405.737730,0.016022,0.014722,-13.750997,-13.873311,-0.122314
3571895405.747731,0.016338,0.015311,-13.752235,-13.873311,-0.121075
3571895405.757730,0.016651,0.015901,-13.753503,-13.873311,-0.119808
3571895405.767732,0.016967,0.016490,-13.754758,-13.873311,-0.118553
3571895405.777731,0.017285,0.017079,-13.756001,-13.873311,-0.117310
3571895405.787731,0.017605,0.017668,-13.757232,-13.873311,-0.116079
3571895405.797731,0.017929,0.018257,-13.758451,-13.873311,-0.114860
3571895405.807732,0.018254,0.018845,-13.759658,-13.873311,-0.113653
3571895405.817733,0.018582,0.019433,-13.760853,-13.873311,-0.112458
3571895405.827733,0.018912,0.020021,-13.762036,-13.550087,0.211949
3571895405.837733,0.019245,0.020609,-13.763208,-13.550087,0.213121
3571895405.847733,0.019772,0.021197,-13.761158,-13.550087,0.211071
3571895405.857733,0.020301,0.021784,-13.759097,-13.550087,0.209009
3571895405.867734,0.020830,0.022371,-13.757056,-13.550087,0.206968
3571895405.877734,0.021360,0.022958,-13.755034,-13.550087,0.204947
3571895405.887733,0.021889,0.023544,-13.753033,-13.550087,0.202945
3571895405.897728,0.022419,0.024131,-13.751051,-13.550087,0.200964
3571895405.907734,0.022950,0.024717,-13.749089,-13.550087,0.199001
3571895405.917735,0.023480,0.025303,-13.747145,-13.550087,0.197058
3571895405.927734,0.024011,0.025888,-13.745221,-14.355047,-0.609826
3571895405.937736,0.024542,0.026474,-13.743316,-14.355047,-0.611731
3571895405.947736,0.025173,0.027059,-13.749573,-14.355047,-0.605473
3571895405.957736,0.025805,0.027644,-13.755852,-14.355047,-0.599195
3571895405.967736,0.026435,0.028229,-13.762072,-14.355047,-0.592975
3571895405.977736,0.027065,0.028813,-13.768234,-14.355047,-0.586813
3571895405.987736,0.027695,0.029398,-13.774339,-14.355047,-0.580708
3571895405.997732,0.028323,0.029982,-13.780386,-14.355047,-0.574660
3571895406.007737,0.028950,0.030566,-13.786377,-14.355047,-0.568669
3571895406.017737,0.029577,0.031150,-13.792312,-14.355047,-0.562734
3571895406.027738,0.030202,0.031733,-13.798192,-13.538420,0.259771
3571895406.037738,0.030827,0.032316,-13.804016,-13.538420,0.265596
3571895406.047739,0.031246,0.032899,-13.801470,-13.538420,0.263050
3571895406.057738,0.031666,0.033482,-13.798867,-13.538420,0.260447
3571895406.067739,0.032087,0.034065,-13.796288,-13.538420,0.257867
3571895406.077738,0.032509,0.034647,-13.793733,-13.538420,0.255312
3571895406.087739,0.032932,0.035229,-13.791201,-13.538420,0.252781
3571895406.097740,0.033357,0.035811,-13.788694,-13.538420,0.250273
3571895406.107739,0.033783,0.036393,-13.786209,-13.538420,0.247789
3571895406.117741,0.034210,0.036974,-13.783748,-13.538420,0.245328
3571895406.127741,0.034639,0.037555,-13.781311,-13.752570,0.028740
3571895406.137741,0.035068,0.038136,-13.778895,-13.752570,0.026325
3571895406.147740,0.035454,0.038717,-13.778676,-13.752570,0.026106
3571895406.157742,0.035841,0.039297,-13.778480,-13.752570,0.025909
3571895406.167742,0.036230,0.039878,-13.778285,-13.752570,0.025714
3571895406.177742,0.036620,0.040458,-13.778091,-13.752570,0.025521
3571895406.187741,0.037012,0.041038,-13.777899,-13.752570,0.025329
3571895406.197743,0.037406,0.041617,-13.777709,-13.752570,0.025139
3571895406.207742,0.037801,0.042197,-13.777520,-13.752570,0.024950
3571895406.217743,0.038197,0.042776,-13.777332,-13.752570,0.024762
3571895406.227743,0.038595,0.043355,-13.777146,-13.165829,0.611317
3571895406.237743,0.038994,0.043934,-13.776961,-13.165829,0.611132
3571895406.247745,0.039571,0.044512,-13.770929,-13.165829,0.605101
3571895406.257745,0.040149,0.045091,-13.764899,-13.165829,0.599070
3571895406.267743,0.040726,0.045669,-13.758926,-13.165829,0.593097
3571895406.277744,0.041303,0.046247,-13.753011,-13.165829,0.587182
3571895406.287744,0.041879,0.046824,-13.747153,-13.165829,0.581324
3571895406.297746,0.042455,0.047402,-13.741351,-13.165829,0.575523
3571895406.307745,0.043031,0.047979,-13.735605,-13.165829,0.569777
3571895406.317746,0.043606,0.048556,-13.729915,-13.165829,0.564087
3571895406.327745,0.044181,0.049133,-13.724280,-13.864001,-0.139721
3571895406.337746,0.044755,0.049709,-13.718698,-13.864001,-0.145302
3571895406.347746,0.045361,0.050285,-13.720079,-13.864001,-0.143922
3571895406.357746,0.045966,0.050861,-13.721512,-13.864001,-0.142489
3571895406.367747,0.046570,0.051437,-13.722930,-13.864001,-0.141071
3571895406.377747,0.047173,0.052013,-13.724334,-13.864001,-0.139667
3571895406.387746,0.047776,0.052588,-13.725722,-13.864001,-0.138278
3571895406.397747,0.048378,0.053164,-13.727096,-13.864001,-0.136904
3571895406.407747,0.048979,0.053739,-13.728456,-13.864001,-0.135544
3571895406.417748,0.049579,0.054313,-13.729802,-13.864001,-0.134199
3571895406.427749,0.050178,0.054888,-13.731133,-13.688182,0.042951
3571895406.437749,0.050777,0.055462,-13.732450,-13.688182,0.044269
3571895406.447748,0.051444,0.056036,-13.731928,-13.688182,0.043746
3571895406.457749,0.052110,0.056610,-13.731391,-13.688182,0.043209
3571895406.467750,0.052775,0.057184,-13.730857,-13.688182,0.042676
3571895406.477750,0.053439,0.057757,-13.730327,-13.688182,0.042145
3571895406.487749,0.054100,0.058330,-13.729800,-13.688182,0.041619
3571895406.497744,0.054761,0.058903,-13.729277,-13.688182,0.041095
3571895406.507750,0.055420,0.059476,-13.728757,-13.688182,0.040575
3571895406.517751,0.056077,0.060049,-13.728240,-13.688182,0.040058
3571895406.527751,0.056733,0.060621,-13.727726,-13.338465,0.389261
3571895406.537751,0.057388,0.061193,-13.727216,-13.338465,0.388751
3571895406.547751,0.057772,0.061765,-13.723844,-13.338465,0.385379
3571895406.557751,0.058155,0.062336,-13.720483,-13.338465,0.382017
3571895406.567752,0.058540,0.062908,-13.717157,-13.338465,0.378692
3571895406.577752,0.058926,0.063479,-13.713868,-13.338465,0.375403
3571895406.587751,0.059313,0.064050,-13.710614,-13.338465,0.372149
3571895406.597754,0.059702,0.064621,-13.707395,-13.338465,0.368930
3571895406.607752,0.060092,0.065191,-13.704212,-13.338465,0.365746
3571895406.617754,0.060483,0.065762,-13.701062,-13.338465,0.362597
3571895406.627753,0.060876,0.066332,-13.697947,-13.760954,-0.063007
3571895406.637753,0.061269,0.066901,-13.694865,-13.760954,-0.066089
3571895406.647754,0.062307,0.067471,-13.695395,-13.760954,-0.065559
3571895406.657755,0.063343,0.068040,-13.695952,-13.760954,-0.065001
3571895406.667756,0.064374,0.068610,-13.696502,-13.760954,-0.064451
3571895406.677754,0.065400,0.069179,-13.697045,-13.760954,-0.063909
3571895406.687755,0.066420,0.069747,-13.697579,-13.760954,-0.063375
3571895406.697755,0.067434,0.070316,-13.698106,-13.760954,-0.062848
3571895406.707755,0.068444,0.070884,-13.698625,-13.760954,-0.062329
3571895406.717756,0.069448,0.071452,-13.699137,-13.760954,-0.061817
3571895406.727756,0.070446,0.072020,-13.699641,-13.660708,0.038933
3571895406.737756,0.071440,0.072588,-13.700138,-13.660708,0.039430
3571895406.747756,0.072182,0.073155,-13.700058,-13.660708,0.039350
3571895406.757757,0.072919,0.073722,-13.699977,-13.660708,0.039269
3571895406.767757,0.073654,0.074289,-13.699898,-13.660708,0.039189
3571895406.777758,0.074386,0.074856,-13.699820,-13.660708,0.039112
3571895406.787757,0.075116,0.075422,-13.699745,-13.660708,0.039037
3571895406.797759,0.075843,0.075988,-13.699672,-13.660708,0.038963
3571895406.807758,0.076568,0.076554,-13.699600,-13.660708,0.038892
3571895406.817759,0.077290,0.077120,-13.699530,-13.660708,0.038822
3571895406.827760,0.078010,0.077686,-13.699462,-13.967407,-0.267945
3571895406.837759,0.078728,0.078251,-13.699395,-13.967407,-0.268012
3571895406.847760,0.079062,0.078816,-13.701994,-13.967407,-0.265413
3571895406.857759,0.079394,0.079381,-13.704590,-13.967407,-0.262817
3571895406.867761,0.079727,0.079946,-13.707160,-13.967407,-0.260247
3571895406.877760,0.080063,0.080510,-13.709703,-13.967407,-0.257704
3571895406.887760,0.080399,0.081075,-13.712220,-13.967407,-0.255187
3571895406.897755,0.080738,0.081639,-13.714711,-13.967407,-0.252696
3571895406.907761,0.081078,0.082202,-13.717176,-13.967407,-0.250231
3571895406.917762,0.081420,0.082766,-13.719616,-13.967407,-0.247791
3571895406.927760,0.081763,0.083329,-13.722030,-13.800870,-0.078840
3571895406.937761,0.082108,0.083892,-13.724420,-13.800870,-0.076450
3571895406.947762,0.082418,0.084455,-13.725396,-13.800870,-0.075474
3571895406.957762,0.082729,0.085018,-13.726348,-13.800870,-0.074522
3571895406.967762,0.083042,0.085580,-13.727291,-13.800870,-0.073579
3571895406.977763,0.083357,0.086142,-13.728225,-13.800870,-0.072645
3571895406.987762,0.083674,0.086704,-13.729150,-13.800870,-0.071720
3571895406.997764,0.083993,0.087266,-13.730065,-13.800870,-0.070805
3571895407.007763,0.084313,0.087828,-13.730971,-13.800870,-0.069899
3571895407.017765,0.084635,0.088389,-13.731868,-13.800870,-0.069002
3571895407.027764,0.084959,0.088950,-13.732757,-13.146638,0.586119
3571895407.037765,0.085285,0.089511,-13.733636,-13.146638,0.586998
3571895407.047764,0.085761,0.090071,-13.727445,-13.146638,0.580807
3571895407.057765,0.086240,0.090632,-13.721243,-13.146638,0.574605
3571895407.067766,0.086719,0.091192,-13.715098,-13.146638,0.568460
3571895407.077765,0.087197,0.091752,-13.709009,-13.146638,0.562371
3571895407.087765,0.087676,0.092311,-13.702977,-13.146638,0.556339
3571895407.097765,0.088155,0.092871,-13.697001,-13.146638,0.550363
3571895407.107765,0.088634,0.093430,-13.691080,-13.146638,0.544442
3571895407.117766,0.089113,0.093989,-13.685214,-13.146638,0.538576
3571895407.127766,0.089592,0.094548,-13.679402,-13.640262,0.039140
3571895407.137767,0.090071,0.095106,-13.673644,-13.640262,0.033382
3571895407.147766,0.090581,0.095665,-13.673138,-13.640262,0.032876
3571895407.157767,0.091092,0.096223,-13.672687,-13.640262,0.032424
3571895407.167768,0.091603,0.096780,-13.672239,-13.640262,0.031976
3571895407.177768,0.092113,0.097338,-13.671794,-13.640262,0.031531
3571895407.187767,0.092624,0.097895,-13.671352,-13.640262,0.031090
3571895407.197769,0.093133,0.098453,-13.670914,-13.640262,0.030652
3571895407.207769,0.093643,0.099010,-13.670479,-13.640262,0.030217
3571895407.217770,0.094152,0.099566,-13.670047,-13.640262,0.029785
3571895407.227769,0.094661,0.100123,-13.669619,-13.742578,-0.072960
3571895407.237770,0.095170,0.100679,-13.669193,-13.742578,-0.073385
3571895407.247770,0.095947,0.101235,-13.669924,-13.742578,-0.072655
3571895407.257770,0.096725,0.101791,-13.670658,-13.742578,-0.071920
3571895407.267772,0.097499,0.102346,-13.671385,-13.742578,-0.071193
3571895407.277771,0.098270,0.102901,-13.672105,-13.742578,-0.070473
3571895407.287771,0.099038,0.103457,-13.672817,-13.742578,-0.069761
3571895407.297770,0.099802,0.104011,-13.673522,-13.742578,-0.069056
3571895407.307772,0.100564,0.104566,-13.674220,-13.742578,-0.068358
3571895407.317772,0.101322,0.105120,-13.674911,-13.742578,-0.067667
3571895407.327772,0.102078,0.105674,-13.675595,-13.743693,-0.068098
3571895407.337774,0.102830,0.106228,-13.676272,-13.743693,-0.067421
3571895407.347772,0.103164,0.106782,-13.676442,-13.743693,-0.067250
3571895407.357773,0.103495,0.107335,-13.676602,-13.743693,-0.067090
3571895407.367773,0.103828,0.107889,-13.676758,-13.743693,-0.066934
3571895407.377774,0.104162,0.108442,-13.676911,-13.743693,-0.066782
3571895407.387773,0.104497,0.108994,-13.677059,-13.743693,-0.066633
3571895407.397772,0.104834,0.109547,-13.677205,-13.743693,-0.066488
3571895407.407773,0.105173,0.110099,-13.677347,-13.743693,-0.066346
3571895407.417775,0.105512,0.110651,-13.677485,-13.743693,-0.066207
3571895407.427775,0.105853,0.111203,-13.677620,-13.780326,-0.102706
3571895407.437776,0.106195,0.111754,-13.677752,-13.780326,-0.102574
3571895407.447776,0.106588,0.112306,-13.678590,-13.780326,-0.101736
3571895407.457777,0.106983,0.112857,-13.679425,-13.780326,-0.100901
3571895407.467775,0.107378,0.113408,-13.680252,-13.780326,-0.100074
3571895407.477776,0.107774,0.113958,-13.681070,-13.780326,-0.099256
3571895407.487775,0.108171,0.114509,-13.681880,-13.780326,-0.098446
3571895407.497771,0.108568,0.115059,-13.682681,-13.780326,-0.097645
3571895407.507777,0.108966,0.115609,-13.683474,-13.780326,-0.096852
3571895407.517777,0.109365,0.116158,-13.684258,-13.780326,-0.096067
3571895407.527777,0.109764,0.116708,-13.685035,-14.331449,-0.646414
3571895407.537778,0.110164,0.117257,-13.685803,-14.331449,-0.645646
3571895407.547779,0.110836,0.117806,-13.692449,-14.331449,-0.639000
3571895407.557778,0.111508,0.118354,-13.699089,-14.331449,-0.632361
3571895407.567779,0.112178,0.118903,-13.705666,-14.331449,-0.625784
3571895407.577779,0.112846,0.119451,-13.712179,-14.331449,-0.619270
3571895407.587779,0.113512,0.119999,-13.718631,-14.331449,-0.612819
3571895407.597780,0.114175,0.120547,-13.725021,-14.331449,-0.606429
3571895407.607779,0.114836,0.121094,-13.731350,-14.331449,-0.600100
3571895407.617780,0.115495,0.121642,-13.737618,-14.331449,-0.593831
3571895407.627780,0.116152,0.122189,-13.743827,-13.793784,-0.049957
3571895407.637780,0.116807,0.122735,-13.749976,-13.793784,-0.043808
3571895407.647780,0.117044,0.123282,-13.750629,-13.793784,-0.043155
3571895407.657781,0.117279,0.123828,-13.751223,-13.793784,-0.042561
3571895407.667781,0.117516,0.124374,-13.751811,-13.793784,-0.041973
3571895407.677782,0.117755,0.124920,-13.752394,-13.793784,-0.041390
3571895407.687781,0.117997,0.125466,-13.752972,-13.793784,-0.040812
3571895407.697776,0.118241,0.126011,-13.753544,-13.793784,-0.040240
3571895407.707781,0.118487,0.126556,-13.754111,-13.793784,-0.039673
3571895407.717782,0.118735,0.127101,-13.754672,-13.793784,-0.039111
3571895407.727783,0.118986,0.127646,-13.755229,-14.173261,-0.418033
3571895407.737783,0.119238,0.128190,-13.755780,-14.173261,-0.417481
3571895407.747784,0.119962,0.128734,-13.759891,-14.173261,-0.413370
3571895407.757783,0.120688,0.129278,-13.763997,-14.173261,-0.409265
3571895407.767784,0.121411,0.129821,-13.768062,-14.173261,-0.405199
3571895407.777783,0.122131,0.130365,-13.772088,-14.173261,-0.401174
3571895407.787784,0.122848,0.130908,-13.776073,-14.173261,-0.397188
3571895407.797781,0.123562,0.131451,-13.780020,-14.173261,-0.393241
3571895407.807785,0.124273,0.131994,-13.783928,-14.173261,-0.389333
3571895407.817786,0.124982,0.132536,-13.787797,-14.173261,-0.385464
3571895407.827785,0.125687,0.133078,-13.791628,-13.922019,-0.130391
3571895407.837785,0.126390,0.133620,-13.795422,-13.922019,-0.126598
3571895407.847786,0.127186,0.134162,-13.796769,-13.922019,-0.125250
3571895407.857786,0.127978,0.134703,-13.798080,-13.922019,-0.123939
3571895407.867786,0.128767,0.135244,-13.799378,-13.922019,-0.122641
3571895407.877787,0.129552,0.135785,-13.800663,-13.922019,-0.121356
3571895407.887786,0.130333,0.136326,-13.801936,-13.922019,-0.120084
3571895407.897787,0.131111,0.136866,-13.803196,-13.922019,-0.118824
3571895407.907788,0.131885,0.137406,-13.804443,-13.922019,-0.117576
3571895407.917788,0.132655,0.137946,-13.805678,-13.922019,-0.116341
3571895407.927788,0.133422,0.138486,-13.806901,-13.685319,0.121582
3571895407.937789,0.134185,0.139025,-13.808112,-13.685319,0.122793
3571895407.947789,0.134962,0.139565,-13.806530,-13.685319,0.121211
3571895407.957789,0.135735,0.140104,-13.804933,-13.685319,0.119614
3571895407.967789,0.136505,0.140642,-13.803350,-13.685319,0.118031
3571895407.977789,0.137271,0.141181,-13.801780,-13.685319,0.116461
3571895407.987790,0.138033,0.141719,-13.800224,-13.685319,0.114905
3571895407.997785,0.138792,0.142257,-13.798682,-13.685319,0.113362
3571895408.007790,0.139547,0.142794,-13.797152,-13.685319,0.111833
3571895408.017790,0.140299,0.143332,-13.795636,-13.685319,0.110317
3571895408.027791,0.141047,0.143869,-13.794133,-13.378133,0.416000
3571895408.037792,0.141792,0.144406,-13.792643,-13.378133,0.414510
3571895408.047791,0.142732,0.144943,-13.787963,-13.378133,0.409830
3571895408.057791,0.143669,0.145479,-13.783295,-13.378133,0.405162
3571895408.067791,0.144601,0.146015,-13.778669,-13.378133,0.400536
3571895408.077792,0.145527,0.146551,-13.774087,-13.378133,0.395954
3571895408.087792,0.146447,0.147087,-13.769546,-13.378133,0.391413
3571895408.097792,0.147363,0.147622,-13.765048,-13.378133,0.386915
3571895408.107793,0.148273,0.148157,-13.760591,-13.378133,0.382458
3571895408.117794,0.149177,0.148692,-13.756175,-13.378133,0.378042
3571895408.127793,0.150076,0.149227,-13.751800,-13.986207,-0.234407
3571895408.137794,0.150971,0.149761,-13.747466,-13.986207,-0.238741
3571895408.147794,0.151393,0.150295,-13.749954,-13.986207,-0.236253
3571895408.157794,0.151811,0.150829,-13.752486,-13.986207,-0.233720
3571895408.167795,0.152229,0.151363,-13.754995,-13.986207,-0.231212
3571895408.177794,0.152647,0.151896,-13.757480,-13.986207,-0.228727
3571895408.187794,0.153064,0.152429,-13.759941,-13.986207,-0.226265
3571895408.197796,0.153482,0.152962,-13.762380,-13.986207,-0.223827
3571895408.207796,0.153900,0.153495,-13.764794,-13.986207,-0.221412
3571895408.217796,0.154317,0.154027,-13.767186,-13.986207,-0.219020
3571895408.227797,0.154734,0.154559,-13.769555,-13.671780,0.097775
3571895408.237796,0.155151,0.155091,-13.771902,-13.671780,0.100122
3571895408.247796,0.155792,0.155622,-13.771171,-13.671780,0.099391
3571895408.257796,0.156432,0.156154,-13.770418,-13.671780,0.098638
3571895408.267797,0.157070,0.156685,-13.769673,-13.671780,0.097893
3571895408.277798,0.157705,0.157215,-13.768936,-13.671780,0.097156
3571895408.287796,0.158337,0.157746,-13.768207,-13.671780,0.096426
3571895408.297798,0.158968,0.158276,-13.767485,-13.671780,0.095705
3571895408.307798,0.159595,0.158806,-13.766770,-13.671780,0.094990
3571895408.317798,0.160221,0.159336,-13.766063,-13.671780,0.094283
3571895408.327798,0.160844,0.159865,-13.765364,-13.488025,0.277338
3571895408.337799,0.161464,0.160394,-13.764671,-13.488025,0.276646
3571895408.347799,0.162129,0.160923,-13.762091,-13.488025,0.274066
3571895408.357800,0.162792,0.161452,-13.759517,-13.488025,0.271492
3571895408.367799,0.163452,0.161980,-13.756969,-13.488025,0.268943
3571895408.377800,0.164110,0.162509,-13.754445,-13.488025,0.266420
3571895408.387800,0.164764,0.163036,-13.751946,-13.488025,0.263921
3571895408.397797,0.165416,0.163564,-13.749472,-13.488025,0.261447
3571895408.407800,0.166064,0.164091,-13.747022,-13.488025,0.258996
3571895408.417802,0.166711,0.164619,-13.744595,-13.488025,0.256570
3571895408.427801,0.167354,0.165145,-13.742193,-13.669141,0.073052
3571895408.437800,0.167995,0.165672,-13.739814,-13.669141,0.070672
3571895408.447803,0.168741,0.166198,-13.738704,-13.669141,0.069563
3571895408.457802,0.169485,0.166724,-13.737615,-13.669141,0.068474
3571895408.467802,0.170225,0.167250,-13.736535,-13.669141,0.067394
3571895408.477803,0.170962,0.167775,-13.735465,-13.669141,0.066324
3571895408.487802,0.171694,0.168301,-13.734403,-13.669141,0.065262
3571895408.497803,0.172423,0.168825,-13.733351,-13.669141,0.064210
3571895408.507803,0.173148,0.169350,-13.732308,-13.669141,0.063166
3571895408.517804,0.173869,0.169875,-13.731273,-13.669141,0.062132
3571895408.527804,0.174587,0.170399,-13.730247,-14.111841,-0.381594
3571895408.537804,0.175301,0.170923,-13.729230,-14.111841,-0.382611
3571895408.547804,0.175725,0.171446,-13.732812,-14.111841,-0.379029
3571895408.557805,0.176146,0.171969,-13.736403,-14.111841,-0.375438
3571895408.567805,0.176567,0.172492,-13.739959,-14.111841,-0.371882
3571895408.577806,0.176987,0.173015,-13.743480,-14.111841,-0.368361
3571895408.587805,0.177406,0.173538,-13.746967,-14.111841,-0.364875
3571895408.597805,0.177826,0.174060,-13.750419,-14.111841,-0.361423
3571895408.607806,0.178244,0.174582,-13.753837,-14.111841,-0.358004
3571895408.617806,0.178662,0.175104,-13.757221,-14.111841,-0.354620
3571895408.627807,0.179080,0.175625,-13.760572,-13.434619,0.325953
3571895408.637808,0.179497,0.176146,-13.763891,-13.434619,0.329271
3571895408.647808,0.179880,0.176667,-13.759496,-13.434619,0.324877
3571895408.657808,0.180262,0.177188,-13.755066,-13.434619,0.320447
3571895408.667809,0.180645,0.177708,-13.750677,-13.434619,0.316058
3571895408.677807,0.181028,0.178228,-13.746328,-13.434619,0.311708
3571895408.687808,0.181410,0.178748,-13.742019,-13.434619,0.307399
3571895408.697803,0.181793,0.179267,-13.737749,-13.434619,0.303130
3571895408.707809,0.182175,0.179786,-13.733519,-13.434619,0.298900
3571895408.717809,0.182557,0.180305,-13.729328,-13.434619,0.294709
3571895408.727809,0.182940,0.180824,-13.725176,-13.852564,-0.127388
3571895408.737809,0.183322,0.181342,-13.721062,-13.852564,-0.131502
3571895408.747810,0.183545,0.181860,-13.722837,-13.852564,-0.129727
3571895408.757811,0.183771,0.182378,-13.724654,-13.852564,-0.127910
3571895408.767811,0.183998,0.182896,-13.726454,-13.852564,-0.126109
3571895408.777811,0.184227,0.183413,-13.728239,-13.852564,-0.124325
3571895408.787810,0.184458,0.183930,-13.730007,-13.852564,-0.122557
3571895408.797810,0.184690,0.184447,-13.731759,-13.852564,-0.120805
3571895408.807812,0.184923,0.184963,-13.733496,-13.852564,-0.119068
3571895408.817812,0.185158,0.185479,-13.735216,-13.852564,-0.117348
3571895408.827811,0.185394,0.185995,-13.736921,-14.150838,-0.413917
3571895408.837812,0.185632,0.186511,-13.738611,-14.150838,-0.412227
3571895408.847812,0.186174,0.187026,-13.742061,-14.150838,-0.408776
3571895408.857812,0.186717,0.187541,-13.745495,-14.150838,-0.405343
3571895408.867814,0.187258,0.188056,-13.748895,-14.150838,-0.401943
3571895408.877812,0.187798,0.188570,-13.752260,-14.150838,-0.398578
3571895408.887813,0.188335,0.189084,-13.755591,-14.150838,-0.395247
3571895408.897811,0.188871,0.189598,-13.758889,-14.150838,-0.391949
3571895408.907813,0.189405,0.190112,-13.762153,-14.150838,-0.388684
3571895408.917814,0.189937,0.190625,-13.765385,-14.150838,-0.385453
3571895408.927815,0.190467,0.191138,-13.768584,-13.707597,0.060987
3571895408.937815,0.190995,0.191651,-13.771752,-13.707597,0.064155
3571895408.947815,0.191440,0.192163,-13.770994,-13.707597,0.063397
3571895408.957815,0.191882,0.192676,-13.770207,-13.707597,0.062610
3571895408.967816,0.192323,0.193187,-13.769427,-13.707597,0.061830
3571895408.977817,0.192763,0.193699,-13.768655,-13.707597,0.061058
3571895408.987816,0.193203,0.194210,-13.767890,-13.707597,0.060293
3571895408.997811,0.193641,0.194721,-13.767132,-13.707597,0.059535
3571895409.007816,0.194079,0.195232,-13.766382,-13.707597,0.058785
3571895409.017818,0.194515,0.195742,-13.765639,-13.707597,0.058042
3571895409.027818,0.194951,0.196253,-13.764904,-13.380225,0.384679
3571895409.037817,0.195386,0.196762,-13.764175,-13.380225,0.383951
3571895409.047818,0.196239,0.197272,-13.759946,-13.380225,0.379722
3571895409.057818,0.197092,0.197781,-13.755724,-13.380225,0.375499
3571895409.067818,0.197939,0.198290,-13.751542,-13.380225,0.371317
3571895409.077818,0.198781,0.198799,-13.747399,-13.380225,0.367174
3571895409.087819,0.199617,0.199307,-13.743296,-13.380225,0.363071
3571895409.097819,0.200448,0.199815,-13.739231,-13.380225,0.359007
3571895409.107819,0.201274,0.200323,-13.735206,-13.380225,0.354981
3571895409.117820,0.202095,0.200831,-13.731218,-13.380225,0.350994
3571895409.127820,0.202911,0.201338,-13.727269,-13.835074,-0.107805
3571895409.137821,0.203721,0.201845,-13.723357,-13.835074,-0.111717
3571895409.147820,0.204500,0.202352,-13.724357,-13.835074,-0.110717
3571895409.157820,0.205275,0.202858,-13.725396,-13.835074,-0.109678
3571895409.167821,0.206045,0.203364,-13.726424,-13.835074,-0.108650
